30.581290027745823: 5191/19268
66.02273128759376: 5434/19268
112.06947826099317: 5679/19268
123.42377086305723: 6117/19268
150.691375657127: 6117/19268
194.58148072180833: 6120/19268
205.0170647077897: 6120/19268
235.5319445173391: 6143/19268
274.46696746749706: 6471/19268
284.2565861113152: 6471/19268
314.93419544419913: 6478/19268
348.5253162506589: 6478/19268
372.42785983153505: 6533/19268
408.12503016679545: 6533/19268
416.5966807308017: 6569/19268
453.07214496471465: 6569/19268
486.99740043955853: 6569/19268
523.8227415816391: 6569/19268
549.3373926352763: 6569/19268
584.8123066709868: 6569/19268
593.1731963098151: 6569/19268
601.805560624569: 6569/19268
630.012254877521: 6569/19268
678.3592185083332: 6569/19268
710.1796344864649: 6569/19268
732.8885781417536: 6570/19268
771.2835910839809: 6590/19268
797.8377333744818: 6661/19268
837.4035690635815: 6661/19268
865.6047597755335: 6661/19268
899.7025678140121: 6661/19268
929.922921543573: 6661/19268
972.7804039441612: 6661/19268
1017.5837331776587: 6687/19268
1080.183690380701: 6706/19268
1109.755661995654: 6706/19268
1163.3312611161493: 6706/19268
1195.2757490746542: 6706/19268
1206.3251552052604: 6706/19268
1248.1126732490336: 6706/19268
1280.9404856672654: 6739/19268
1286.588828122866: 6739/19268
1316.579696907473: 6739/19268
1348.726920993893: 6739/19268
1386.362536915106: 6762/19268
1415.8674797143924: 6762/19268
1445.2982847166259: 6763/19268
1457.6887186553727: 6763/19268
1486.354753832797: 6821/19268
1528.4698655625075: 6822/19268
1558.2885420716054: 6822/19268
1591.642798702667: 6822/19268
1619.9496564723538: 6822/19268
1628.2668408093016: 6822/19268
1632.0813379455772: 6822/19268
1666.087716618162: 6822/19268
1693.4636023319429: 6822/19268
1724.2849726297513: 6822/19268
1734.3878484760319: 6822/19268
1748.5508855597668: 6822/19268
1775.9764484904751: 6822/19268
1813.8603981022063: 6822/19268
1837.9107034764666: 6822/19268
1874.0406212482335: 6822/19268
1896.1166301500093: 6822/19268
1926.9524800055458: 6822/19268
1957.4108060369642: 6822/19268
1985.4888943261851: 6822/19268
2018.3592944698648: 6822/19268
2034.7799564945822: 6822/19268
2055.074033984308: 6822/19268
2090.8020300543653: 6822/19268
2106.1206978735477: 6829/19268
2142.444987646737: 6829/19268
2171.0168532290104: 6829/19268
2202.2750448927072: 6829/19268
2234.932468549539: 6829/19268
2256.44124714651: 6833/19268
2297.8739481408247: 6837/19268
2327.9870218411606: 6839/19268
2355.2370987888235: 6839/19268
2373.8313798421586: 6843/19268
2401.9853310128783: 6843/19268
2410.4854257286343: 6843/19268
2439.6743858807627: 6843/19268
2450.713345421316: 6843/19268
2480.594635104229: 6843/19268
2515.7798603891147: 6843/19268
2539.263569231221: 6843/19268
3245.8437971119674: 6843/19268
3275.2188287162508: 6843/19268
3305.277867754054: 6843/19268
3330.7449209335664: 6843/19268
3357.154254682967: 6843/19268
3391.5624074687867: 6843/19268
3410.581155013111: 6843/19268
3439.347127705104: 6843/19268
3478.705322941599: 6843/19268
3505.5972876043825: 6843/19268
3535.7635265046506: 6843/19268
3573.2223783825093: 6843/19268
3580.61312364547: 6843/19268
3607.195877099639: 6843/19268
3644.772118515068: 6843/19268
3669.148716700131: 6857/19268
3681.220792787505: 6857/19268
3724.4454844543293: 6857/19268
3739.744587277471: 6858/19268
3741.2182009021967: 6858/19268
3769.591224403714: 6858/19268
3800.8753620702073: 6858/19268
3838.833224715786: 6858/19268
3881.7348947832133: 6858/19268
3896.1243064915625: 6858/19268
3920.71004385796: 6858/19268
3956.1277499080206: 6858/19268
3985.9811684047777: 6858/19268
4035.074108101149: 6858/19268
