18.71715601426924: 4997/19268
30.977446028375454: 5015/19268
51.6441067635712: 5413/19268
65.66827150105377: 5665/19268
80.96411146398067: 5707/19268
96.39439517426716: 5772/19268
115.39032837744655: 5791/19268
134.07834021898748: 6152/19268
150.43138992345249: 6152/19268
168.818877186272: 6332/19268
179.75777906361387: 6332/19268
189.1437648447496: 6332/19268
209.40322968944062: 6332/19268
226.02124468664047: 6333/19268
244.0530004939488: 6409/19268
287.089039804938: 6409/19268
305.05840138801307: 6409/19268
326.5843177597772: 6507/19268
339.9796104195373: 6507/19268
354.6250785996446: 6507/19268
375.731043131801: 6507/19268
390.08740479684093: 6507/19268
406.5867015786756: 6533/19268
423.5112630413597: 6533/19268
440.59756195513626: 6533/19268
455.28670048533166: 6533/19268
481.65123937828616: 6533/19268
497.7018162393614: 6533/19268
512.6724446017291: 6550/19268
528.5123330271091: 6618/19268
544.9535227798785: 6618/19268
566.0018946264362: 6618/19268
578.4514626763297: 6618/19268
597.6972610647668: 6618/19268
616.9191038362774: 6638/19268
638.437816642036: 6638/19268
656.9730728458107: 6638/19268
669.2923619324174: 6638/19268
688.5005180205343: 6638/19268
710.0613177613816: 6638/19268
728.0049013181194: 6638/19268
738.4109167709058: 6639/19268
747.8530046527089: 6639/19268
768.1717083872725: 6639/19268
787.4732972781396: 6639/19268
804.4222809887843: 6639/19268
811.1889970023819: 6648/19268
826.3980032081926: 6648/19268
844.5426167218758: 6649/19268
854.3360927597479: 6650/19268
862.6980407415004: 6650/19268
884.168230353451: 6650/19268
904.4951233778414: 6665/19268
920.244627960379: 6665/19268
937.8272927518603: 6706/19268
953.7370631871082: 6706/19268
974.8879564507326: 6706/19268
985.9021690753485: 6706/19268
1010.20262872395: 6706/19268
1027.6333489534468: 6706/19268
1041.5426684934678: 6706/19268
1058.0441980062574: 6727/19268
1075.5040453831423: 6727/19268
1086.7749498680473: 6727/19268
1094.7411686021817: 6727/19268
1113.1088162095639: 6727/19268
1137.9443632635416: 6727/19268
1151.0501854106378: 6727/19268
1167.1753031326816: 6727/19268
1180.5783091433605: 6727/19268
1203.4791230911628: 6727/19268
1220.771404032496: 6746/19268
1235.0696406966886: 6746/19268
1257.059525270218: 6776/19268
1274.1691745168355: 6776/19268
1281.6633420538615: 6776/19268
1294.500328124311: 6777/19268
1314.1470012578393: 6777/19268
1332.5205929046006: 6777/19268
1346.185474865136: 6777/19268
1365.9552806965366: 6778/19268
1386.6177057583438: 6778/19268
1409.544079077611: 6778/19268
1427.1061565592245: 6778/19268
1438.4584069751172: 6778/19268
1455.0297067853714: 6778/19268
1461.1464032288982: 6778/19268
1476.2789845283287: 6778/19268
1495.7878228519967: 6778/19268
1513.2346039978881: 6779/19268
1523.8396648305536: 6779/19268
1542.8594352755795: 6779/19268
1562.5642743982978: 6779/19268
1576.3076357303412: 6779/19268
1598.2111309425832: 6779/19268
1616.2457776013314: 6779/19268
1635.3609283000562: 6779/19268
1653.090442403721: 6779/19268
1667.9995050427915: 6779/19268
1680.9936099759204: 6779/19268
1695.0191379469368: 6779/19268
1714.0827566081966: 6779/19268
1731.8983040237038: 6779/19268
1747.2798688510013: 6779/19268
1751.550593027303: 6779/19268
1769.4413559857608: 6779/19268
1789.1148841520808: 6780/19268
1794.1691299665792: 6780/19268
1806.1440693480727: 6780/19268
1821.6400317335797: 6780/19268
1845.9186830374638: 6780/19268
1871.060734580122: 6780/19268
1886.1105350523526: 6780/19268
1903.0908231470762: 6780/19268
1926.695883236934: 6780/19268
1939.2077543743196: 6781/19268
1962.9024306398137: 6801/19268
1979.886467974012: 6801/19268
1997.9371338730627: 6801/19268
2012.528823465391: 6801/19268
