59.7315089786482: 4426/19268
88.64405439000001: 5635/19268
138.32947908849644: 6219/19268
206.43872206829818: 6656/19268
244.3217761496067: 6754/19268
275.62354305716536: 6765/19268
334.46152215335655: 6777/19268
388.77949349387245: 6777/19268
415.23769096618116: 6777/19268
470.780215122364: 6777/19268
508.6983468436557: 6777/19268
549.2435821784148: 6777/19268
581.9296631725806: 6779/19268
633.5204059088188: 6779/19268
662.4991564085365: 6779/19268
716.0260737100825: 6779/19268
776.6154133993399: 6779/19268
828.2027458585483: 6779/19268
882.3703152844179: 6782/19268
918.1583481836619: 6782/19268
997.2454171096593: 6782/19268
1037.9996938922134: 6782/19268
1088.56233552479: 6782/19268
1111.2631526560021: 6783/19268
1165.1713907322633: 6783/19268
1198.0855278175334: 6783/19268
1254.5621500890925: 6783/19268
1311.2052751706262: 6783/19268
1361.4328934087487: 6784/19268
1401.6062713513843: 6785/19268
1464.532194139245: 6786/19268
1492.8800216851544: 6786/19268
1572.193001253421: 6786/19268
1621.889165691655: 6786/19268
1663.4790948276946: 6786/19268
1699.0983254916468: 6786/19268
1755.0171090073347: 6786/19268
1807.8146502938623: 6786/19268
1851.6927760127537: 6786/19268
1888.4697346121557: 6786/19268
1948.8970385049277: 6786/19268
1996.7996092140174: 6786/19268
2048.311899091794: 6786/19268
2095.0981886140626: 6786/19268
2149.4026432727933: 6787/19268
2211.9794605149414: 6787/19268
2271.0243062554678: 6789/19268
2311.3659698251186: 6789/19268
2369.6980810172035: 6791/19268
2417.1000423098226: 6791/19268
2480.406293314018: 6791/19268
2511.1718259166573: 6791/19268
2552.275898319886: 6792/19268
2590.7695956876837: 6792/19268
2653.7662317694803: 6792/19268
2697.400903807646: 6792/19268
2763.930019705158: 6792/19268
2806.4390967411755: 6793/19268
2843.8456057976996: 6793/19268
2886.6054228707135: 6793/19268
2943.21322242148: 6794/19268
2982.1562993167668: 6794/19268
3026.3821034497623: 6794/19268
3084.7976656844444: 6797/19268
3115.0870623885203: 6798/19268
3161.4365124226633: 6798/19268
3220.154790619676: 6798/19268
3261.8935670085293: 6798/19268
3308.4461270738175: 6798/19268
3348.1361127952923: 6798/19268
3371.203082436342: 6798/19268
3434.1921431525943: 6798/19268
3480.529497314508: 6798/19268
3534.0075299447753: 6798/19268
3598.4592456473933: 6798/19268
3652.573371414656: 6798/19268
3698.04355474395: 6798/19268
3747.0460748708806: 6798/19268
3802.202848582624: 6798/19268
3862.8095711086685: 6798/19268
3879.7872901361934: 6802/19268
3956.3595304439214: 6802/19268
3993.030906331462: 6802/19268
4055.962261876906: 6802/19268
4109.734422101615: 6802/19268
