12.719973678752371: 18158/47276
29.47921783737233: 19555/47276
40.34088542040968: 20215/47276
58.13144753673567: 21472/47276
70.57269257173924: 21508/47276
81.52955140280807: 21646/47276
98.53552043563934: 21746/47276
112.63387452293941: 21980/47276
125.482160817526: 22013/47276
135.17526542572088: 22132/47276
146.03633218136034: 22286/47276
167.7537565181052: 22490/47276
180.21873984793268: 22521/47276
194.1996500952985: 22587/47276
210.35100066958591: 22649/47276
223.95160370923264: 22948/47276
235.28515231881792: 22952/47276
245.9462416967263: 23023/47276
265.1328845186024: 23090/47276
285.0193420391287: 23094/47276
291.652681375624: 23096/47276
308.593378991198: 23096/47276
319.202417876725: 23123/47276
334.5768097367611: 23126/47276
344.101814546869: 23126/47276
360.1147819797441: 23126/47276
374.7282074009797: 23126/47276
386.73759962047257: 23134/47276
403.0956054648592: 23236/47276
418.8972623922139: 23239/47276
432.22281180640607: 23239/47276
445.2016475681865: 23249/47276
456.9709781868959: 23249/47276
470.26981161902177: 23253/47276
482.79853402457127: 23255/47276
499.89018112147136: 23278/47276
514.0256211248941: 23306/47276
527.9269576274365: 23319/47276
542.8025831821474: 23319/47276
555.0943366409493: 23339/47276
564.8358275883073: 23339/47276
580.6887265049701: 23340/47276
593.7508151411988: 23341/47276
605.2273936575807: 23355/47276
619.805755018272: 23356/47276
636.7869143740648: 23356/47276
642.1189948587214: 23356/47276
657.280885072852: 23356/47276
669.8597108544066: 23356/47276
684.2396744673322: 23356/47276
702.6567223029564: 23356/47276
709.9287910041979: 23363/47276
726.198422092179: 23363/47276
745.8579916891659: 23367/47276
769.3495065915891: 23448/47276
788.1638134225682: 23448/47276
803.280422067999: 23448/47276
819.9795848853454: 23448/47276
835.7472959553304: 23448/47276
849.1118908450435: 23449/47276
861.9843644189665: 23449/47276
877.1652780937853: 23449/47276
898.9108401633041: 23449/47276
906.8946383393024: 23449/47276
917.6461455330891: 23452/47276
931.712366438944: 23453/47276
946.6771957415502: 23454/47276
958.9641041849075: 23454/47276
968.5408213495722: 23462/47276
979.0752272077184: 23462/47276
1000.0129420311353: 23463/47276
1008.3738551768366: 23464/47276
1020.5179699575958: 23464/47276
1030.6744909540648: 23464/47276
1046.691265537417: 23464/47276
1060.8828963880335: 23464/47276
1079.358852126648: 23487/47276
1090.0510864908515: 23488/47276
1106.5302532033786: 23507/47276
1122.275783694029: 23513/47276
1141.9245667057894: 23513/47276
1151.4760075645481: 23538/47276
1169.1555109553594: 23538/47276
1183.5997230939406: 23538/47276
1197.0449007089067: 23538/47276
1210.412920950646: 23538/47276
1225.573335736921: 23538/47276
1244.5850878671204: 23538/47276
1257.423024895971: 23538/47276
1270.6947631260152: 23538/47276
1286.0452853002166: 23538/47276
1306.2022419477137: 23538/47276
1319.0466022153105: 23538/47276
1338.2201564840775: 23551/47276
1346.7443611230733: 23551/47276
1357.0809687555175: 23552/47276
1370.1686720284363: 23557/47276
1383.9795705559318: 23557/47276
1403.8809483801517: 23557/47276
1412.9165053965608: 23557/47276
1427.0006537555644: 23557/47276
1442.7006511006316: 23557/47276
1450.9177826773407: 23557/47276
1471.0813148384207: 23557/47276
1481.1394160332102: 23557/47276
1492.7376665879594: 23557/47276
1516.210713648809: 23593/47276
1533.5197984213792: 23594/47276
1548.9325130270186: 23595/47276
1565.9134276290627: 23595/47276
1583.9491320256195: 23595/47276
1592.5883708479575: 23596/47276
1604.7931770026964: 23596/47276
1622.2278835371696: 23596/47276
1632.8999725888934: 23596/47276
1650.2041445516227: 23596/47276
1667.558174577888: 23596/47276
1681.5180367128512: 23596/47276
1694.7648893112887: 23597/47276
1712.000519012458: 23597/47276
1724.07804633799: 23597/47276
1740.97802946183: 23597/47276
1753.0048260818726: 23597/47276
1764.545539759623: 23597/47276
1778.3499299911794: 23597/47276
1793.846890046765: 23600/47276
1810.219232134634: 23600/47276
1826.4379621706985: 23600/47276
1836.586590293468: 23600/47276
1850.2398796737746: 23600/47276
1871.280810023962: 23600/47276
1883.389869914547: 23600/47276
1898.472046799843: 23600/47276
1908.9326945877094: 23600/47276
1925.8841235907853: 23600/47276
1938.0255396576722: 23600/47276
1951.4474910550687: 23600/47276
1971.8233624945428: 23600/47276
1983.0277267723545: 23600/47276
1996.9921272337135: 23607/47276
2012.8210323873118: 23612/47276
2031.101927209743: 23612/47276
2046.6513176807018: 23612/47276
2059.266630941873: 23612/47276
2074.3663177475514: 23612/47276
2091.635763928547: 23612/47276
2103.7348025169035: 23613/47276
2126.488006261289: 23613/47276
2137.4446160241464: 23613/47276
2149.7337497279937: 23613/47276
2161.323692021208: 23613/47276
2172.070272343861: 23613/47276
2184.322451523327: 23613/47276
2195.1501741299226: 23613/47276
2211.2331051750207: 23613/47276
2219.538810675854: 23613/47276
2231.6119679153494: 23613/47276
2240.3487883923276: 23613/47276
2255.567582472236: 23613/47276
2268.8685053222084: 23613/47276
2280.0550345006286: 23613/47276
2295.8445172998913: 23613/47276
2308.2490139042557: 23613/47276
2327.15560500266: 23613/47276
2338.599580543807: 23613/47276
2349.6493432687225: 23613/47276
2366.3300473860745: 23613/47276
2385.3966965160225: 23613/47276
2400.5486447014523: 23613/47276
2411.496950481455: 23613/47276
2426.552143845696: 23613/47276
2443.686811505323: 23613/47276
2450.978816836729: 23613/47276
2467.1024687634426: 23613/47276
2485.7643073986696: 23613/47276
2496.971950465353: 23613/47276
2514.9824260616224: 23613/47276
2525.4081823109404: 23613/47276
2539.2317436631156: 23613/47276
2552.3272633963325: 23613/47276
2570.4858333280945: 23613/47276
2582.5993014019273: 23613/47276
2594.2776911769665: 23613/47276
2610.8828911558307: 23613/47276
2621.856040782053: 23613/47276
2636.9183221523876: 23613/47276
2655.052350102807: 23613/47276
2671.2507902361162: 23613/47276
2682.50785818717: 23613/47276
2696.484474445365: 23613/47276
2712.0803430705873: 23613/47276
2722.0459530351573: 23614/47276
2741.7555413360433: 23614/47276
2753.846143836875: 23614/47276
2767.2572533747666: 23614/47276
2783.438885869058: 23614/47276
2797.2759130355694: 23670/47276
2816.4867275959064: 23671/47276
2831.5612612114187: 23672/47276
2848.4566269865554: 23672/47276
2858.849553422048: 23672/47276
2866.393508469968: 23672/47276
2879.4201445055505: 23672/47276
2894.9913362594457: 23672/47276
2911.2460410664653: 23672/47276
2925.2577948465346: 23674/47276
2940.1359952324865: 23674/47276
2955.546672146892: 23674/47276
2971.4544938899226: 23674/47276
2987.2725875066176: 23674/47276
2999.457599439784: 23674/47276
3025.169637187008: 23674/47276
3032.8442537626293: 23676/47276
3072.164705757268: 23685/47276
3086.7089835651846: 23685/47276
3103.451427261727: 23685/47276
3118.7769765750168: 23685/47276
3136.22373687614: 23685/47276
3150.914488186673: 23693/47276
3164.141975776439: 23693/47276
3181.638767837607: 23693/47276
3197.0917809498756: 23693/47276
3211.7098197619152: 23693/47276
3230.6991631880546: 23693/47276
3252.9383726606943: 23703/47276
3265.490927147829: 23703/47276
3279.514901908077: 23703/47276
3295.6204596095263: 23703/47276
3309.3108299939845: 23703/47276
3321.505318673467: 23703/47276
3340.8414769689475: 23703/47276
3354.0106890308034: 23703/47276
3370.4359910612375: 23703/47276
3378.1169580767405: 23703/47276
3396.5887049438747: 23703/47276
3406.403683981799: 23703/47276
3423.3693992754675: 23703/47276
3438.984066798784: 23703/47276
3449.3043870650617: 23703/47276
3465.8768149772836: 23703/47276
3478.8127536657375: 23703/47276
3494.411815592508: 23703/47276
3509.745073951089: 23703/47276
3524.538227564734: 23703/47276
3546.3127143224356: 23703/47276
3555.0098964480635: 23703/47276
3565.2048230299533: 23703/47276
3580.2049265147925: 23703/47276
3593.1594134465754: 23703/47276
3614.1519296760443: 23703/47276
3627.7415570483595: 23703/47276
3638.6890999277734: 23703/47276
3656.3323503671436: 23703/47276
3665.098880649272: 23703/47276
3677.886990801688: 23703/47276
3688.918945113834: 23703/47276
3703.7580603102924: 23703/47276
3718.2827505632326: 23703/47276
3732.7389764190443: 23703/47276
3750.295788072571: 23703/47276
3762.082105366791: 23703/47276
3776.861429480497: 23703/47276
3783.39209174441: 23703/47276
3800.7318461097184: 23703/47276
3811.059513957563: 23703/47276
3831.2159083181746: 23703/47276
3842.1144228679564: 23703/47276
3859.1668574216233: 23703/47276
3876.465649504065: 23703/47276
3893.3088863458765: 23703/47276
3898.821446844666: 23703/47276
3916.345152004367: 23703/47276
3931.4276169141876: 23703/47276
3952.0206616212718: 23703/47276
3968.6140722554214: 23704/47276
