27.96763356905342: 20214/47276
59.19187474029618: 20865/47276
95.87595619875302: 23166/47276
137.3948088219645: 23228/47276
168.51552191984288: 23248/47276
203.76494288337656: 23602/47276
218.81525167961786: 23602/47276
251.67702684407007: 23602/47276
279.67799390466104: 23603/47276
297.2347727432447: 23603/47276
322.05862242925866: 23603/47276
351.801589990166: 23603/47276
365.6267084486662: 23603/47276
386.3481602090436: 23604/47276
422.71818757022703: 23604/47276
450.25807265250893: 23604/47276
476.80584855537484: 23605/47276
504.7180581842147: 23605/47276
524.7577749397352: 23605/47276
565.7033639299266: 23605/47276
584.2606719751261: 23606/47276
622.0888558090138: 23606/47276
635.5520220930362: 23606/47276
662.365546699747: 23606/47276
685.705356971555: 23607/47276
722.2524879284616: 23607/47276
755.7974398748439: 23607/47276
788.5979267474161: 23608/47276
822.2135707972407: 23608/47276
844.7667276420301: 23608/47276
860.145357101397: 23608/47276
884.8563622810923: 23608/47276
922.4944674833088: 23609/47276
958.9897455573608: 23609/47276
992.4535300744535: 23609/47276
1009.8835359870346: 23610/47276
1033.2595498175115: 23610/47276
1059.1484735945478: 23610/47276
1074.848265639728: 23610/47276
1102.1373842461323: 23610/47276
1122.4079496289542: 23611/47276
1146.8904293909422: 23611/47276
1189.256029387452: 23611/47276
1206.520526167931: 23611/47276
1235.4537053266984: 23612/47276
1256.5922180677776: 23612/47276
1289.9473541486163: 23612/47276
1308.5469087448068: 23612/47276
1340.3022511920794: 23613/47276
1380.0944932556288: 23613/47276
1415.581401037182: 23613/47276
1431.2801129767265: 23614/47276
1446.428917730413: 23614/47276
1483.266811102958: 23614/47276
1508.8981049719905: 23614/47276
1528.4521652389444: 23615/47276
1547.8960187438236: 23615/47276
1584.9100801751088: 23615/47276
1622.685524315205: 23615/47276
1663.5960660926942: 23616/47276
1678.525883685051: 23616/47276
1691.9104586601384: 23616/47276
1720.085767003962: 23616/47276
1761.16390316871: 23617/47276
1781.0452652969363: 23617/47276
1808.1359526761328: 23617/47276
1829.9207917489855: 23617/47276
1853.6830415284128: 23618/47276
1869.0102408788287: 23618/47276
1894.2765257584015: 23618/47276
1937.2429955684565: 23618/47276
1956.2628836977187: 23619/47276
1994.0910326273693: 23619/47276
2030.978461546692: 23619/47276
2049.395768280246: 23619/47276
2073.2089082367697: 23620/47276
2090.7167730849696: 23620/47276
2122.859746748819: 23620/47276
2157.078884664661: 23620/47276
2180.9419858643378: 23621/47276
2223.187243954259: 23621/47276
2245.7503226550884: 23621/47276
2286.493140395157: 23622/47276
2321.118249362349: 23622/47276
2356.9530141979703: 23622/47276
2392.068128224481: 23623/47276
2429.534507512344: 23623/47276
2468.1962428934426: 23623/47276
2502.487490232823: 23624/47276
2537.4503744692365: 23624/47276
2574.1716097974495: 23624/47276
2601.4049718884635: 23625/47276
2618.294634497068: 23625/47276
2652.1734615580017: 23625/47276
2694.168631483525: 23625/47276
2711.799283497153: 23626/47276
2729.201410549832: 23626/47276
2760.2114415359965: 23626/47276
2800.9746865632364: 23626/47276
2829.090688268441: 23627/47276
2854.092346876695: 23627/47276
2893.6591815546644: 23627/47276
2932.0503007022508: 23628/47276
2957.1992833328077: 23628/47276
2975.9671351729176: 23628/47276
3017.976443090679: 23628/47276
3058.4206583899463: 23629/47276
3078.060334342112: 23629/47276
3120.735418755146: 23629/47276
3156.7687035641848: 23630/47276
3184.3249439056526: 23630/47276
