25.90037172845569: 19924/47276
41.99064997214059: 20868/47276
50.7578810686402: 20892/47276
58.47226133406251: 20967/47276
79.60167596520526: 21213/47276
95.44678546875507: 21794/47276
115.84769761056273: 21892/47276
134.89910216560372: 22166/47276
149.68353561589697: 22300/47276
167.09711988056253: 22337/47276
186.78424943391474: 22379/47276
207.9647388600372: 22442/47276
218.5225439972121: 22449/47276
228.9220844568912: 22466/47276
244.48130414658752: 22473/47276
265.3749790591883: 22606/47276
285.4912646606316: 22630/47276
304.3144690230675: 22638/47276
319.084782888701: 22716/47276
332.8605123770209: 22720/47276
343.8470076955275: 22720/47276
361.0819902044627: 22721/47276
383.3251475827012: 22845/47276
400.01369139574956: 22845/47276
416.1966639545988: 22854/47276
429.58447885791213: 22854/47276
440.72434718098015: 22866/47276
458.3881375447074: 22869/47276
475.22001671551004: 22873/47276
489.70875884446536: 22873/47276
510.136632046022: 22881/47276
526.2020215977662: 22891/47276
539.2335414578399: 22913/47276
554.4974831431892: 22916/47276
562.4899981213238: 22916/47276
589.785000603372: 22921/47276
601.6334742074771: 22924/47276
627.7924194439671: 22965/47276
640.0353480776947: 22980/47276
658.799331071642: 22980/47276
680.9883202999429: 23045/47276
693.7998279142048: 23070/47276
711.5817185995611: 23071/47276
735.9936508312211: 23076/47276
749.4260080268251: 23077/47276
775.3117830601473: 23082/47276
788.9577284866492: 23085/47276
809.8711124982357: 23085/47276
823.802398883201: 23085/47276
844.2483678048063: 23085/47276
855.5455158845344: 23086/47276
865.1526777349256: 23086/47276
880.0061016515016: 23087/47276
897.0067761577316: 23088/47276
909.549655091893: 23110/47276
931.4046935163133: 23110/47276
934.4908311135399: 23110/47276
961.1268736409575: 23159/47276
973.2908239675946: 23159/47276
984.1358853110535: 23162/47276
1007.0328395870343: 23165/47276
1015.6589649630407: 23165/47276
1040.7222776433127: 23165/47276
1056.1109731556855: 23165/47276
1057.9878214988346: 23165/47276
1081.364104000836: 23165/47276
1092.7775409759577: 23165/47276
1103.0376125746295: 23165/47276
1127.3671873913443: 23165/47276
1137.7122167842203: 23165/47276
1167.0755653714632: 23165/47276
1186.340535928432: 23169/47276
1192.3585541021664: 23169/47276
1235.2608104550443: 23271/47276
1250.2549579896117: 23276/47276
1264.8178624356324: 23281/47276
1279.5244046231353: 23281/47276
1298.3582368625566: 23282/47276
1315.7339760340078: 23282/47276
1330.5385374787188: 23282/47276
1346.4605845968824: 23282/47276
1354.1344311388245: 23284/47276
1377.1959994546587: 23284/47276
1389.8616593639515: 23284/47276
1403.7374336969283: 23284/47276
1423.9328254917025: 23285/47276
1430.7636109014588: 23287/47276
1455.2241197781486: 23294/47276
1465.133677945909: 23295/47276
1490.2499667801965: 23295/47276
1508.4263648927283: 23296/47276
1524.58373889175: 23296/47276
1535.6767591025987: 23296/47276
1551.9414437208395: 23306/47276
1573.5050528795543: 23306/47276
1582.4536267760852: 23306/47276
1600.8518169375777: 23306/47276
1616.0913333675921: 23306/47276
1631.4087849138277: 23306/47276
1643.5820049453434: 23306/47276
1647.2013043277548: 23306/47276
1667.8980373950078: 23306/47276
1679.3708316520717: 23306/47276
1695.0748293827987: 23306/47276
1711.6186955918488: 23471/47276
1731.7794140794317: 23471/47276
1746.0450202374175: 23471/47276
1766.6388005064073: 23471/47276
1771.5712720674894: 23471/47276
1796.2606711010478: 23486/47276
1811.2436213808214: 23486/47276
