8.160717705967047: 4245/19268
47.76867221005758: 5106/19268
60.85449212849122: 5750/19268
67.58362186518295: 5750/19268
112.75122564768931: 5750/19268
125.30517359806095: 5784/19268
137.18337159190014: 5833/19268
156.58360906569774: 5834/19268
191.87217259438586: 5931/19268
228.0576249615729: 5931/19268
273.6199169223529: 6022/19268
310.96615072879047: 6126/19268
352.4819466554762: 6126/19268
390.2054821589225: 6126/19268
426.47285164068165: 6126/19268
461.14829025854294: 6126/19268
502.1112537312885: 6127/19268
550.615236080406: 6181/19268
587.774292121286: 6181/19268
638.1659691772918: 6206/19268
683.0725100425867: 6206/19268
730.9233627852979: 6219/19268
741.4016031750965: 6398/19268
778.7691775498686: 6504/19268
829.5462631684766: 6504/19268
875.1420253151501: 6504/19268
929.4192042570762: 6531/19268
933.9721215683088: 6531/19268
956.552949583523: 6531/19268
1002.0756505301968: 6531/19268
1035.3065168528826: 6531/19268
1089.6185602967546: 6536/19268
1112.9150306199726: 6536/19268
1125.126973409662: 6591/19268
1166.8064157973804: 6591/19268
1201.1640469049935: 6591/19268
1248.2814651151134: 6591/19268
1289.3076192420642: 6591/19268
1304.3234653133086: 6646/19268
1341.0571405634732: 6646/19268
1373.7367939021774: 6646/19268
1418.0358008905343: 6646/19268
1428.524005241512: 6647/19268
1472.1312504432321: 6647/19268
1487.9858044901619: 6648/19268
1524.656614885412: 6648/19268
1569.9721816203432: 6648/19268
1580.8684796645202: 6648/19268
1611.7387785900662: 6648/19268
1652.5903004792547: 6648/19268
1696.1222868016935: 6649/19268
1739.156933010807: 6649/19268
1741.4759099151509: 6649/19268
1785.5390475990912: 6649/19268
1850.364506877382: 6649/19268
1887.2951645183175: 6649/19268
1926.9797446523692: 6650/19268
1934.0000345867275: 6650/19268
1943.345056055843: 6650/19268
1994.8212476137026: 6650/19268
2031.369057540352: 6666/19268
2067.33462322435: 6666/19268
2090.610253691032: 6666/19268
2138.017397739248: 6666/19268
2183.343078155721: 6666/19268
2192.4337759452324: 6678/19268
2243.8662168859346: 6678/19268
2293.530763259076: 6679/19268
2304.2838655523656: 6679/19268
2310.3686890619933: 6679/19268
2355.5528262407684: 6679/19268
2400.3538482271592: 6703/19268
2438.9995648456115: 6703/19268
2478.562695126409: 6703/19268
2490.9842010559883: 6703/19268
2526.670313531212: 6768/19268
2538.3508538928404: 6768/19268
2573.237464972236: 6769/19268
2614.1213599873836: 6769/19268
2662.659204090854: 6770/19268
2705.6854700454314: 6771/19268
2754.835517898834: 6806/19268
2794.471469726967: 6806/19268
2834.4044404397673: 6806/19268
2870.8197651787295: 6806/19268
2912.777000990642: 6806/19268
2929.2521614696184: 6806/19268
2971.2753762738002: 6806/19268
3012.637653653378: 6815/19268
3045.7829817041634: 6815/19268
3098.149222388041: 6815/19268
3132.70990792534: 6815/19268
3185.1351667560634: 6815/19268
3222.2012280977956: 6815/19268
3273.2237727948345: 6816/19268
3323.3163468733737: 6817/19268
3361.3286606300494: 6817/19268
3400.6435811669735: 6817/19268
3417.543327820119: 6817/19268
3463.101112326288: 6817/19268
3509.219639930581: 6817/19268
3550.6696497785915: 6817/19268
3595.7141652842647: 6817/19268
3644.020173231954: 6818/19268
3686.333801114848: 6818/19268
3725.9059502436526: 6818/19268
3803.390790990313: 6818/19268
3849.6274085406258: 6818/19268
3885.0590439284356: 6819/19268
3931.1633017500394: 6819/19268
3944.2778872887293: 6819/19268
3989.0961519947705: 6836/19268
4025.9769543040425: 6837/19268
4066.4481272198886: 6837/19268
4094.5056865338065: 6838/19268
4144.192134969461: 6841/19268
4153.655178082348: 6841/19268
4190.105806011142: 6841/19268
