24.60355753822561: 19282/47276
44.08596097769612: 20346/47276
74.4031284877545: 21094/47276
102.76796345009868: 22210/47276
118.40107666870313: 23300/47276
151.95000755056378: 23602/47276
160.7666798016962: 23602/47276
180.00360670118022: 23602/47276
212.44277785874: 23603/47276
238.04449024930727: 23603/47276
246.0765214468015: 23603/47276
279.8043876827252: 23603/47276
303.70184739472495: 23604/47276
329.169188290847: 23604/47276
350.21866885448213: 23604/47276
363.0085715585966: 23604/47276
372.53996404277046: 23604/47276
402.546079326701: 23604/47276
420.7475510996361: 23605/47276
441.9327573840018: 23605/47276
454.4108354067488: 23605/47276
469.46367917750666: 23605/47276
502.4725097210337: 23605/47276
522.28433087286: 23606/47276
547.8902220839263: 23606/47276
554.8740156710654: 23606/47276
565.6272948319107: 23606/47276
598.1980239727402: 23606/47276
609.5031112215154: 23606/47276
630.8058861569598: 23607/47276
653.6007256844861: 23607/47276
657.8352198572768: 23607/47276
667.799971084617: 23607/47276
695.3927479346197: 23607/47276
708.645410176185: 23607/47276
737.2051151155639: 23608/47276
741.2967588962382: 23608/47276
763.70339332958: 23608/47276
771.4297294317493: 23608/47276
796.6841214777385: 23608/47276
812.8659505332002: 23608/47276
843.725221947452: 23609/47276
862.7808877447405: 23609/47276
875.6394689140309: 23609/47276
898.2015116129126: 23609/47276
917.386503499483: 23609/47276
935.925919062113: 23610/47276
944.6912376787242: 23610/47276
964.9269894202729: 23610/47276
992.6361814529639: 23610/47276
1011.6650150504295: 23610/47276
1025.2856150980201: 23611/47276
1031.6584107194665: 23611/47276
1039.1739863856646: 23611/47276
1069.3845797772112: 23611/47276
1081.792656817963: 23611/47276
1102.157900192653: 23611/47276
1113.4085689938124: 23611/47276
1136.6357710433344: 23612/47276
1142.6695824339436: 23612/47276
1162.5385236041968: 23612/47276
1186.0998013018377: 23612/47276
1193.0789449220572: 23612/47276
1216.8475427715687: 23612/47276
1234.4043582398128: 23613/47276
1241.8994965046609: 23613/47276
1265.61432313844: 23613/47276
1287.9479031183014: 23613/47276
1302.3256325506911: 23613/47276
1335.95809629048: 23614/47276
1346.595372267327: 23614/47276
1367.488051641923: 23614/47276
1388.0805502819082: 23614/47276
1398.16294415342: 23614/47276
1430.4508604686334: 23614/47276
1448.4336873489053: 23615/47276
1466.6073850065206: 23615/47276
1491.9674293500268: 23615/47276
1503.363182138865: 23615/47276
1516.4648215629365: 23615/47276
1525.7140276517187: 23615/47276
1550.929393654634: 23616/47276
1561.387797186262: 23616/47276
1573.9563731718947: 23616/47276
1605.7812470668948: 23616/47276
1613.104727605932: 23616/47276
1644.0964192749072: 23616/47276
1661.4900864202446: 23617/47276
1679.308831342197: 23617/47276
1711.1868406249873: 23617/47276
1732.9394032989821: 23617/47276
1757.321086973418: 23618/47276
1766.3866105120483: 23618/47276
1777.3488956197484: 23618/47276
1781.4110933929724: 23618/47276
1794.606799852386: 23618/47276
1799.7491376652047: 23618/47276
1823.2654404032419: 23618/47276
1844.9861940288774: 23618/47276
1871.232079538122: 23619/47276
1891.0627569121023: 23619/47276
1919.0042869409226: 23619/47276
1930.8661437592161: 23619/47276
1955.2281070371146: 23619/47276
1968.8990254522664: 23620/47276
1984.540367257626: 23620/47276
2017.9405800363893: 23620/47276
2034.5456437470225: 23620/47276
2048.225582587299: 23620/47276
2058.1669150673038: 23620/47276
2088.1944632382038: 23621/47276
2121.1663265067973: 23621/47276
2126.944242622197: 23621/47276
2135.9219771220332: 23621/47276
2168.2215271393998: 23621/47276
2173.0255348843684: 23621/47276
2186.8475251628533: 23622/47276
2215.82186977024: 23622/47276
2226.533741845256: 23622/47276
2242.4088530044532: 23622/47276
2257.64964416438: 23622/47276
2268.4113833377255: 23622/47276
2292.732218485068: 23623/47276
2319.2007114348694: 23623/47276
2324.380459424898: 23623/47276
2342.676864325: 23623/47276
2349.3006770098887: 23623/47276
2382.0332720301044: 23623/47276
2397.4907865578907: 23624/47276
2406.477272142925: 23624/47276
