39.55488973994781: 5198/19268
79.31518148968661: 5534/19268
121.45811363132663: 5534/19268
161.87595096237285: 5827/19268
199.18735306192508: 5827/19268
239.67357697095477: 5964/19268
285.0191305840084: 5995/19268
321.77343931422337: 6234/19268
363.9531062347831: 6257/19268
401.5292360514342: 6257/19268
438.63244243205986: 6257/19268
483.26578510303983: 6405/19268
525.3575853022716: 6405/19268
581.9326471670925: 6416/19268
586.6167673042868: 6416/19268
618.5280449250101: 6526/19268
674.6547803377345: 6526/19268
731.8615457988253: 6597/19268
770.6124966363544: 6597/19268
789.0669089895484: 6597/19268
837.2829497219377: 6598/19268
871.7680126851174: 6598/19268
911.4415031740172: 6598/19268
949.4141759404665: 6598/19268
988.0034890690989: 6598/19268
1034.5077555359642: 6598/19268
1074.0657656836856: 6598/19268
1114.4895956749463: 6598/19268
1126.8215592648187: 6598/19268
1162.9607811053652: 6608/19268
1207.0927658479368: 6613/19268
1256.9152287820102: 6613/19268
1296.088460942867: 6613/19268
1337.5351928655932: 6613/19268
1371.6828539166472: 6645/19268
1412.4744671612134: 6650/19268
1460.5827938761495: 6696/19268
1497.0322276903537: 6696/19268
1558.3010767976207: 6696/19268
1601.068302248488: 6696/19268
1637.954227067783: 6696/19268
1682.9427556217597: 6696/19268
1717.566425133371: 6696/19268
1756.1692951700788: 6696/19268
1801.8285727968805: 6696/19268
1814.0958032271603: 6696/19268
1859.668086694816: 6696/19268
1897.5853166303896: 6696/19268
1911.2173305624299: 6697/19268
1915.9685069442155: 6697/19268
1956.3336712162318: 6697/19268
2005.7792354206413: 6697/19268
2047.3336552402434: 6697/19268
2080.930792436239: 6697/19268
2117.4911072322525: 6697/19268
2158.6958582121165: 6697/19268
2196.413245994724: 6697/19268
2230.6181161987265: 6697/19268
2241.668789941038: 6698/19268
2276.364263421609: 6750/19268
2306.1685360260876: 6751/19268
2346.5631912573313: 6751/19268
2387.312399311655: 6769/19268
2428.907853056262: 6769/19268
2472.5740287737945: 6769/19268
2513.3199627423496: 6769/19268
2557.8098928877753: 6769/19268
2601.6112872047997: 6769/19268
2640.6761659689073: 6770/19268
2680.9566132714913: 6770/19268
2719.0642061885974: 6770/19268
2730.037818982867: 6770/19268
2771.2672988659288: 6770/19268
2810.0730132863723: 6787/19268
2824.422508919214: 6787/19268
2859.254934658617: 6787/19268
2867.438171792271: 6816/19268
2878.6200643878683: 6816/19268
2909.967812516404: 6816/19268
2953.022650435898: 6816/19268
2993.5151229609583: 6816/19268
3034.610639396917: 6816/19268
3052.7302412746567: 6817/19268
3092.0073456969285: 6825/19268
3099.7464070363017: 6826/19268
3144.0349432112234: 6826/19268
3182.523178044342: 6826/19268
3196.140167920786: 6826/19268
3242.6032806031344: 6826/19268
3281.1424431324253: 6826/19268
3327.7138644294205: 6826/19268
3335.3867411531187: 6826/19268
3377.481684360289: 6826/19268
3388.8119279357225: 6826/19268
3421.1206232780078: 6826/19268
3466.9629458837603: 6836/19268
3499.774674485414: 6836/19268
3545.4459803044915: 6837/19268
3581.7154420346205: 6837/19268
3620.9109075542933: 6837/19268
3666.729752661104: 6837/19268
3708.3884518238065: 6837/19268
3744.710888299245: 6837/19268
3764.2410863849345: 6837/19268
3812.899080035948: 6837/19268
3856.603214073616: 6838/19268
3870.704933512118: 6838/19268
3908.4348428820513: 6838/19268
3915.455531556855: 6839/19268
3948.6096298746015: 6839/19268
3992.9978140360813: 6839/19268
4029.472600222123: 6839/19268
4064.9162861954464: 6839/19268
4108.896581630199: 6839/19268
4149.333198628665: 6839/19268
4186.654298282387: 6839/19268
4249.351956693905: 6839/19268
4286.587314583582: 6839/19268
4324.122544305712: 6839/19268
4356.71563862313: 6839/19268
4391.647948432287: 6839/19268
4434.2050674100965: 6839/19268
4467.837643385382: 6839/19268
4505.709286005874: 6839/19268
4552.9822778032685: 6839/19268
4597.535828148906: 6839/19268
4632.453735672549: 6839/19268
4673.565382883146: 6839/19268
4725.770100466571: 6839/19268
4765.347207634895: 6874/19268
4779.66102328332: 6875/19268
4813.9074073516895: 6875/19268
4859.600340486169: 6875/19268
4902.265185999433: 6875/19268
4935.418298418028: 6875/19268
4976.257765377103: 6875/19268
5016.514534302948: 6875/19268
5059.000416424: 6875/19268
5096.199283481485: 6875/19268
5115.352355819326: 6875/19268
5156.636319805355: 6875/19268
5194.853823086053: 6875/19268
5239.159876864771: 6876/19268
5283.618203382462: 6876/19268
5321.486085237595: 6876/19268
5363.784410583552: 6876/19268
5374.230592557739: 6876/19268
5410.7359754335885: 6876/19268
5449.187063684878: 6876/19268
5493.269176229477: 6876/19268
5532.855456834241: 6876/19268
5569.476706979787: 6880/19268
5609.174492522662: 6880/19268
5646.3793166538835: 6880/19268
5654.894264408938: 6880/19268
5685.726268443285: 6880/19268
5720.98504818586: 6880/19268
5761.435079016264: 6880/19268
5769.599546024471: 6880/19268
5809.594000117111: 6881/19268
5814.412029409163: 6881/19268
5825.537623499942: 6881/19268
5836.52890091904: 6881/19268
5869.400501337803: 6881/19268
5915.094981796368: 6881/19268
5925.45888569484: 6881/19268
5958.23597264353: 6881/19268
5993.281751955381: 6882/19268
6016.967617178307: 6882/19268
6053.273200969783: 6882/19268
6093.717892405353: 6882/19268
6135.201414313035: 6882/19268
6174.301000978331: 6882/19268
6221.364277497803: 6882/19268
6232.371985813935: 6882/19268
6247.249628284658: 6882/19268
6284.071356260284: 6882/19268
6320.701034689875: 6882/19268
6376.830401368001: 6882/19268
6384.7917807850135: 6883/19268
6420.6991363133175: 6883/19268
6457.252121252424: 6883/19268
6495.081829148208: 6883/19268
6524.6813847862795: 6883/19268
6560.640474835952: 6883/19268
6606.426304683681: 6883/19268
6649.447027189689: 6883/19268
6686.31797235198: 6883/19268
6690.8355025713345: 6883/19268
6728.002844927059: 6883/19268
6760.261425401467: 6883/19268
