17.4854774429805: 23423/47276
34.107034007849904: 23560/47276
58.562864109749974: 23600/47276
75.60578129177321: 23600/47276
95.34956961685936: 23601/47276
129.0788416072225: 23601/47276
153.7379190860033: 23601/47276
192.2605559354186: 23602/47276
211.63298943185504: 23602/47276
227.5888301435446: 23602/47276
256.67761612073264: 23602/47276
290.58182066391885: 23603/47276
306.3452233227488: 23603/47276
340.239977733249: 23603/47276
352.4482572432437: 23603/47276
376.5498702211166: 23604/47276
385.62976839549793: 23604/47276
397.57737473665105: 23604/47276
424.70406074278327: 23604/47276
451.99825113181487: 23604/47276
487.0677417642054: 23605/47276
502.9964418376914: 23605/47276
530.487271134049: 23605/47276
567.3745017878119: 23605/47276
576.8323216754911: 23606/47276
592.0388882829731: 23606/47276
604.0667424404401: 23606/47276
630.9671949059326: 23606/47276
657.808483760542: 23606/47276
686.2649413509112: 23607/47276
715.8617176890685: 23607/47276
735.1415380997396: 23607/47276
770.0724754444408: 23607/47276
808.7690033028114: 23608/47276
831.5475415297279: 23608/47276
845.2228330461022: 23608/47276
882.0935145073381: 23608/47276
902.0638720559792: 23609/47276
929.4237021052402: 23609/47276
966.3563355753818: 23609/47276
984.0423743255951: 23609/47276
1010.6030429045387: 23610/47276
1024.1792639379187: 23610/47276
1060.0247939133335: 23610/47276
1077.7479446656512: 23610/47276
1098.8223883050534: 23611/47276
1125.1132926452613: 23611/47276
1139.1889665400297: 23611/47276
1174.3778147860576: 23611/47276
1189.6026590200588: 23611/47276
1206.9175335480081: 23612/47276
1226.4720583887843: 23612/47276
1258.8394355537937: 23612/47276
1288.4891466909562: 23612/47276
1316.9875841627413: 23613/47276
1350.3125093979106: 23613/47276
1382.2498761553377: 23613/47276
1395.264692186598: 23613/47276
1424.065441323677: 23614/47276
1441.573757958572: 23614/47276
1476.7339219270243: 23614/47276
1496.9657415669549: 23614/47276
1517.0128325379492: 23615/47276
1542.1636200477806: 23615/47276
1571.9094706516082: 23615/47276
1601.8035508897897: 23615/47276
1634.4113265359497: 23616/47276
1651.5692628134184: 23616/47276
1664.8299502949965: 23616/47276
1688.8829075643403: 23616/47276
1704.7949781935254: 23616/47276
1726.1607208551084: 23617/47276
1757.1349994243349: 23617/47276
1788.7350840774707: 23617/47276
