75.08823523469225: 4084/19268
138.90724856517932: 5847/19268
195.66168368381437: 6348/19268
267.62604678863414: 6364/19268
364.4394928429442: 6403/19268
470.05314568001177: 6724/19268
538.9164587435556: 6724/19268
614.6975409229884: 6742/19268
710.0845016809467: 6742/19268
776.6855793515379: 6742/19268
862.1712144216268: 6742/19268
916.7299941469415: 6742/19268
1022.7487178179751: 6742/19268
1101.3628823808597: 6742/19268
1159.292061923663: 6742/19268
1260.8881321753643: 6742/19268
1317.0035388289919: 6742/19268
1400.6841546404014: 6747/19268
1487.6268649296621: 6747/19268
1548.2403343464923: 6747/19268
1647.7863298512837: 6747/19268
1703.5834383216775: 6747/19268
1785.1862351817958: 6747/19268
1871.6046510478534: 6748/19268
1944.1806245690636: 6748/19268
2046.459250295393: 6748/19268
2102.572464179234: 6748/19268
2155.6832804700703: 6748/19268
2251.6957287391797: 6748/19268
2339.6210164727113: 6748/19268
2421.9133955653206: 6748/19268
2489.7577850017765: 6751/19268
2557.776854386416: 6752/19268
2637.352835463599: 6753/19268
2688.1338360768646: 6754/19268
2764.800675591833: 6754/19268
2818.2167602011787: 6754/19268
2904.7053327212698: 6754/19268
2996.131022845994: 6756/19268
3049.1129634759573: 6756/19268
3143.550942971394: 6757/19268
3231.9051927235973: 6757/19268
3285.390291319444: 6759/19268
3357.3700604822725: 6759/19268
3429.297187459168: 6759/19268
3502.2588870872046: 6759/19268
3574.6518015020224: 6759/19268
3665.324091833581: 6759/19268
3727.3392839571243: 6759/19268
3814.2803554065913: 6759/19268
3878.8622352272123: 6761/19268
3960.630370414202: 6761/19268
4029.037446043983: 6762/19268
4122.976230370409: 6762/19268
4177.41466935987: 6762/19268
4231.081726024543: 6762/19268
4314.540759544994: 6762/19268
4404.62859905848: 6762/19268
4484.648443173663: 6763/19268
4553.2005108261965: 6763/19268
4614.2676053748855: 6763/19268
4712.356618962943: 6763/19268
4819.55448617525: 6763/19268
4878.217606435893: 6763/19268
4948.23691843735: 6763/19268
5030.23881212689: 6770/19268
