29.64409321754834: 19527/47276
68.08842277014256: 21104/47276
84.505731705186: 21935/47276
115.25086599272939: 23466/47276
136.60270517641337: 23589/47276
161.74057496316627: 23601/47276
182.7457681725489: 23602/47276
206.3076631783269: 23602/47276
243.0236981057574: 23602/47276
285.02115566105533: 23603/47276
305.874056102598: 23603/47276
333.8888658561327: 23603/47276
347.94751263934404: 23603/47276
373.20253554952984: 23604/47276
412.0167672360662: 23604/47276
445.69619854715086: 23604/47276
474.7890833906442: 23605/47276
508.2657339691664: 23605/47276
522.1894374297708: 23605/47276
536.956144935072: 23605/47276
554.471485379009: 23605/47276
576.0234970595037: 23605/47276
611.7808387467459: 23606/47276
638.2984160800909: 23606/47276
656.3588441283837: 23606/47276
680.7754190228452: 23606/47276
715.6660469413592: 23607/47276
730.6325447062317: 23607/47276
766.9562038956772: 23607/47276
780.4972915283786: 23607/47276
821.8410736512736: 23608/47276
856.5392120842494: 23608/47276
875.7711090077555: 23608/47276
915.7064672780272: 23609/47276
954.0339016337738: 23609/47276
988.7942331893295: 23609/47276
1029.5684084342781: 23610/47276
1062.650266718179: 23610/47276
1087.2490031016566: 23610/47276
1129.1509099395003: 23611/47276
1151.251393143576: 23611/47276
1170.0445048529323: 23611/47276
1211.0020451141602: 23612/47276
1225.3698866491911: 23612/47276
1244.355607724386: 23612/47276
1281.1982391514994: 23612/47276
1323.4973350266255: 23613/47276
1357.5953542454386: 23613/47276
1384.9342066934742: 23613/47276
1405.313072237823: 23613/47276
1428.9858130124423: 23614/47276
1467.9213169254022: 23614/47276
1485.9446477647864: 23614/47276
1509.0056946197078: 23614/47276
1532.7702952439722: 23615/47276
1572.7636700006794: 23615/47276
1605.2493655602923: 23615/47276
1625.5755503514763: 23615/47276
1666.7202281545658: 23616/47276
1699.604828700927: 23616/47276
1738.8067099073378: 23617/47276
1766.1207651022155: 23617/47276
1792.2143298456606: 23617/47276
1809.909343462159: 23617/47276
1848.1907801305936: 23618/47276
1885.412776290135: 23618/47276
1927.2791564962235: 23618/47276
1954.6399388702384: 23619/47276
1990.4262530398385: 23619/47276
2020.286319528294: 23619/47276
2061.9701172426985: 23620/47276
2076.0371336304447: 23620/47276
2093.0510529861117: 23620/47276
2124.6525074187134: 23620/47276
2140.976673498543: 23620/47276
2153.9837631243977: 23620/47276
2191.75396258197: 23621/47276
2225.1578066761963: 23621/47276
2258.174565841638: 23621/47276
2298.557482093172: 23622/47276
2322.0576058495844: 23622/47276
2345.4336922841935: 23622/47276
2361.021276332578: 23622/47276
2390.0901698882158: 23623/47276
2430.985051026365: 23623/47276
2468.0113088642306: 23623/47276
2495.5902354947075: 23624/47276
2511.8714593322093: 23624/47276
2526.074429553545: 23624/47276
2561.7518118504745: 23624/47276
2585.924665426552: 23624/47276
2603.1091118619697: 23625/47276
2617.4206382585035: 23625/47276
2659.2571048127725: 23625/47276
2673.5793642079866: 23625/47276
2693.1893899294705: 23625/47276
2721.7832001239954: 23626/47276
2737.481953072867: 23626/47276
2778.8622095011697: 23626/47276
2819.445108272691: 23627/47276
2835.54683173339: 23627/47276
2854.452769404243: 23627/47276
2884.9821576366794: 23627/47276
2913.2366449704978: 23627/47276
2949.8822030397587: 23628/47276
2975.6368585625014: 23628/47276
2989.8778628048635: 23628/47276
3004.4157121345897: 23628/47276
3033.751420868529: 23629/47276
3069.2722287491665: 23629/47276
3098.712319607631: 23629/47276
3123.0947834936624: 23629/47276
3162.971305681401: 23630/47276
3179.315161524993: 23630/47276
3217.2978881116182: 23630/47276
3255.373108085423: 23631/47276
3275.6725880536496: 23631/47276
3307.8447097676653: 23631/47276
3349.206601785975: 23631/47276
3387.2319760990476: 23632/47276
3406.3715726762193: 23632/47276
3433.610453423022: 23632/47276
3456.9588244422134: 23632/47276
3494.836324638115: 23633/47276
3518.9290753991654: 23633/47276
3537.5537854393556: 23633/47276
3561.2051168794005: 23633/47276
3580.004678661354: 23634/47276
3606.476135797617: 23634/47276
3633.5847928673993: 23634/47276
3662.1301663507993: 23634/47276
3699.6496191872066: 23635/47276
3713.4351409435635: 23635/47276
3746.9113297037743: 23635/47276
3788.06594451378: 23635/47276
3819.601175287075: 23636/47276
3850.7311170201538: 23636/47276
3883.926644366883: 23636/47276
3903.816317160059: 23636/47276
3945.8581280394537: 23637/47276
3970.648373986398: 23637/47276
3996.6927545014114: 23637/47276
4034.0156058692846: 23638/47276
4050.3634107112075: 23638/47276
4086.7224121781815: 23638/47276
4121.869858549215: 23638/47276
4142.342552430967: 23639/47276
4181.37904609237: 23639/47276
4196.109622077147: 23639/47276
4211.3648944226725: 23639/47276
4232.555483829794: 23639/47276
4270.066251393146: 23640/47276
4293.375792977474: 23640/47276
4335.25527111395: 23640/47276
4372.491952465352: 23641/47276
4386.828873792526: 23641/47276
4423.776291648515: 23641/47276
4437.4835131006075: 23641/47276
4452.1789323185585: 23641/47276
4476.592186593976: 23642/47276
4510.733969014739: 23642/47276
4532.882637841885: 23642/47276
4572.8604392723455: 23643/47276
4596.436049404281: 23643/47276
4630.516331520289: 23643/47276
4645.610384789292: 23643/47276
4687.05334646669: 23644/47276
4729.710627959401: 23644/47276
4753.463326855716: 23644/47276
4771.587962705192: 23644/47276
4806.292486193953: 23645/47276
4848.0894581412385: 23645/47276
4870.104402795744: 23645/47276
4903.617380685373: 23645/47276
4917.948761138111: 23646/47276
4954.205842313729: 23646/47276
4986.390032156226: 23646/47276
5012.7860391983295: 23646/47276
5046.781913317712: 23647/47276
5068.042097823742: 23647/47276
5088.744566260095: 23647/47276
5126.480706398973: 23647/47276
5169.1412843067965: 23648/47276
5183.659838711523: 23648/47276
5197.9921661270255: 23648/47276
5217.40055751998: 23648/47276
5252.785681305441: 23649/47276
5267.609752114651: 23649/47276
5297.712612376611: 23649/47276
5315.877644178375: 23649/47276
5353.516232271476: 23649/47276
5368.598638318602: 23650/47276
5393.812141468542: 23650/47276
5426.257284392651: 23650/47276
5467.124491624479: 23650/47276
5496.373165051241: 23651/47276
5511.948516429839: 23651/47276
5546.127547407675: 23651/47276
5562.707486221076: 23651/47276
5600.519018171196: 23652/47276
5624.956253012048: 23652/47276
5644.498228346852: 23652/47276
5673.786851362291: 23652/47276
5714.2108160800735: 23653/47276
5731.795054352368: 23653/47276
5754.557467647974: 23653/47276
5774.463477008546: 23653/47276
5794.035085712433: 23653/47276
5810.784648103111: 23653/47276
5830.906387810847: 23654/47276
5846.247974882953: 23654/47276
5871.551155801559: 23654/47276
5909.811555871127: 23654/47276
5948.055280009872: 23655/47276
5974.076947758971: 23655/47276
6012.152247337365: 23655/47276
6034.114629929524: 23655/47276
6048.5935622272955: 23656/47276
6067.251841003435: 23656/47276
6094.265625698911: 23656/47276
6127.680018979668: 23656/47276
6154.886950623532: 23656/47276
6185.701630974955: 23657/47276
6204.8516875397745: 23657/47276
6234.3209300913295: 23657/47276
6272.319290379711: 23657/47276
6293.146362160218: 23658/47276
6333.849467502886: 23658/47276
6374.752607540243: 23658/47276
6412.581745816738: 23659/47276
6430.068726515118: 23659/47276
6472.3331790557695: 23659/47276
6502.108508069267: 23659/47276
6535.135724623569: 23660/47276
6564.242304607378: 23660/47276
6592.454545503163: 23660/47276
6628.91008946026: 23661/47276
6654.863536170827: 23661/47276
6677.311123832824: 23661/47276
6701.800303808092: 23661/47276
6736.21517652414: 23661/47276
6755.5186224860145: 23662/47276
6777.909623474841: 23662/47276
