16.3816108868084: 18854/47276
37.17192308011638: 20719/47276
48.2419898261257: 20984/47276
69.03219700686314: 21777/47276
82.91703644940996: 22038/47276
102.93649301803684: 22334/47276
114.86790768784088: 22373/47276
130.71432671190826: 22437/47276
152.37994161105604: 22522/47276
172.3987304049675: 22599/47276
186.56866112750936: 22603/47276
196.24477972642896: 22603/47276
215.43793468245673: 22606/47276
230.40218038457078: 22650/47276
245.53169378055557: 22735/47276
258.20042131900607: 22792/47276
276.04660985202213: 22836/47276
288.45565578697386: 22856/47276
303.71082762243043: 22877/47276
326.23713874452085: 22958/47276
344.97183146183943: 23072/47276
362.82432589862515: 23080/47276
379.3835958902153: 23085/47276
392.05532550263877: 23113/47276
410.40080632013877: 23146/47276
430.5134018804354: 23160/47276
451.92244855348747: 23174/47276
465.30963709746084: 23175/47276
480.55345023390254: 23175/47276
495.6200502332928: 23175/47276
513.0444932566859: 23226/47276
528.9366661702927: 23226/47276
547.005347743429: 23244/47276
561.7466802854619: 23244/47276
582.6586394569616: 23262/47276
593.3474815612086: 23264/47276
608.9725673617452: 23267/47276
625.4843540421493: 23267/47276
640.5605790432155: 23267/47276
656.9204424374384: 23268/47276
674.3871222287955: 23282/47276
687.9597924997106: 23347/47276
706.1707919118303: 23347/47276
717.8124638452026: 23347/47276
730.8810189409618: 23348/47276
744.9740461878189: 23348/47276
760.3186183887707: 23348/47276
776.2411673396076: 23348/47276
790.3380378886275: 23348/47276
802.0930939865231: 23349/47276
821.9188729808573: 23349/47276
836.7540611993059: 23360/47276
856.9068513159323: 23367/47276
871.6943193410258: 23367/47276
885.2642175634071: 23393/47276
898.9076262889345: 23394/47276
906.048895204535: 23394/47276
917.8644028485622: 23394/47276
935.1800921176156: 23420/47276
952.8942454311482: 23420/47276
964.903983727735: 23420/47276
974.5817349238075: 23423/47276
995.5976616537425: 23430/47276
1013.625744374289: 23430/47276
1025.4590020782955: 23430/47276
1045.230168576797: 23430/47276
1058.334927628841: 23430/47276
1078.4563130325753: 23435/47276
1094.6498646576847: 23454/47276
1113.364634625284: 23456/47276
1132.5544416186908: 23456/47276
1146.6398874787274: 23461/47276
1160.4133150397854: 23461/47276
1173.715455849345: 23461/47276
1192.514879583276: 23461/47276
1207.6294950750782: 23465/47276
1218.837531118772: 23465/47276
1233.311299052605: 23465/47276
1249.4995052777338: 23465/47276
1268.8076755523055: 23465/47276
1283.079840867832: 23465/47276
1305.5851270556277: 23467/47276
1321.6500889008967: 23467/47276
1336.1911902271913: 23467/47276
1348.6658260192132: 23467/47276
1364.573963537593: 23467/47276
1374.5629575762816: 23467/47276
1392.783247216982: 23467/47276
1410.8163506389642: 23467/47276
1428.1045158723632: 23467/47276
1443.8751072351254: 23467/47276
1459.9417047436352: 23467/47276
1475.5480017882114: 23467/47276
1492.3037720996344: 23467/47276
1508.8194944884624: 23467/47276
1526.772519693845: 23467/47276
1539.663122024851: 23467/47276
1554.5010437671012: 23467/47276
