15.70444089580171: 23028/47276
27.253887113594658: 23204/47276
51.88753804202041: 23309/47276
63.98074305472345: 23312/47276
74.53981064812118: 23403/47276
110.46701298781306: 23601/47276
120.51124827630048: 23601/47276
131.36519931192015: 23601/47276
168.8851182846298: 23602/47276
194.89557578337758: 23602/47276
217.54437918965328: 23602/47276
236.57784856645202: 23602/47276
270.53871883537687: 23603/47276
285.596054611269: 23603/47276
319.0129389960918: 23603/47276
332.5983275938471: 23603/47276
347.60587224088727: 23603/47276
382.0234822545184: 23604/47276
408.3334201133648: 23604/47276
447.3177243225472: 23604/47276
477.0751061031836: 23605/47276
495.93681889821084: 23605/47276
510.65339086824235: 23605/47276
542.6383049170084: 23605/47276
559.4777792256511: 23605/47276
576.863262217877: 23606/47276
614.486364397479: 23606/47276
624.1100320252992: 23606/47276
645.617595778713: 23606/47276
681.9423028416102: 23607/47276
698.612101844736: 23607/47276
713.241932666512: 23607/47276
750.597899643606: 23607/47276
765.4202195305608: 23607/47276
803.7754391790328: 23608/47276
823.204001056745: 23608/47276
842.4072504881585: 23608/47276
875.0902102800236: 23608/47276
886.8788433667128: 23609/47276
916.5931124445792: 23609/47276
931.1169386074688: 23609/47276
943.6712671519574: 23609/47276
975.9430250502444: 23609/47276
992.406707829074: 23610/47276
1007.2824842434022: 23610/47276
1037.1361474341297: 23610/47276
1069.7652543772558: 23610/47276
1085.935372021377: 23610/47276
1119.0368328234124: 23611/47276
1140.4147095656351: 23611/47276
1177.9358482693565: 23611/47276
1198.8075396888203: 23612/47276
1216.1221585066: 23612/47276
1233.8877497464587: 23612/47276
1263.4581927311897: 23612/47276
1282.048024444473: 23612/47276
1302.362777319849: 23613/47276
1320.5495216786792: 23613/47276
1351.1167278592973: 23613/47276
1380.5382936458293: 23613/47276
1394.2745736028114: 23613/47276
1429.5719822351216: 23614/47276
1449.2617677874857: 23614/47276
1471.301851609113: 23614/47276
1505.8736362074999: 23614/47276
1544.528068697296: 23615/47276
1578.9234290074214: 23615/47276
1613.9365957211296: 23615/47276
1646.3632985164645: 23616/47276
1665.6613481733739: 23616/47276
1683.0154465570058: 23616/47276
1715.7863452991487: 23616/47276
1747.8854260362766: 23617/47276
1766.8743145353114: 23617/47276
1791.475291565694: 23617/47276
1812.670925978671: 23617/47276
1840.8369831846599: 23618/47276
1857.8765219301122: 23618/47276
1895.1923230054922: 23618/47276
1932.077147475434: 23618/47276
1954.6651873665148: 23619/47276
1979.5813288990387: 23619/47276
2015.9274910861616: 23619/47276
2051.2176130942275: 23620/47276
2064.5160688974374: 23620/47276
2079.4435621976627: 23620/47276
2116.382927059015: 23620/47276
2147.9239397300366: 23621/47276
2165.3420743495126: 23621/47276
2182.783754594045: 23621/47276
2218.417495841353: 23621/47276
2244.817752978084: 23621/47276
2265.4640278425222: 23622/47276
2291.973620118963: 23622/47276
2310.0365112406744: 23622/47276
2342.013742328555: 23622/47276
2376.2960605263243: 23623/47276
2398.799059589303: 23623/47276
2426.170545175047: 23623/47276
2456.602629193483: 23623/47276
2468.522955504114: 23624/47276
2495.3714373875273: 23624/47276
2506.743082596623: 23624/47276
2540.9876447618185: 23624/47276
2550.936216713335: 23624/47276
2583.308232982698: 23625/47276
2617.060777489893: 23625/47276
2641.4624091102805: 23625/47276
2659.191620571417: 23625/47276
2678.4008362228346: 23625/47276
2695.2827309016657: 23626/47276
2732.5682332381707: 23626/47276
2751.0524079083425: 23626/47276
2774.3498124165744: 23626/47276
