6.0180149824099605: 21685/47276
26.11335003842145: 23444/47276
35.30417525455752: 23523/47276
66.48221396642586: 23590/47276
87.27153042201127: 23599/47276
102.13087196875186: 23602/47276
114.45308812471961: 23602/47276
121.74180228489266: 23602/47276
133.97823563035897: 23602/47276
144.03825130099028: 23602/47276
171.3137277885436: 23602/47276
176.7261430687648: 23602/47276
189.2200505940525: 23602/47276
205.36785519932155: 23603/47276
220.82266183971763: 23603/47276
243.85164230720545: 23603/47276
261.5347026966827: 23603/47276
270.17186225660066: 23603/47276
298.8540894334635: 23603/47276
308.36407811657455: 23604/47276
324.45882718389: 23604/47276
338.55528770625466: 23604/47276
366.4765225109852: 23604/47276
377.33248229580875: 23604/47276
388.4927364469035: 23604/47276
417.4844620563867: 23605/47276
425.09005228981033: 23605/47276
453.40301709429605: 23605/47276
466.9482305037125: 23605/47276
497.7006102236395: 23605/47276
507.54866872361856: 23606/47276
512.897261749556: 23606/47276
546.3628274455102: 23606/47276
564.6647135691909: 23606/47276
579.326768892658: 23606/47276
589.7712865066966: 23606/47276
595.7260147463968: 23606/47276
617.2676031162878: 23607/47276
640.5067753983283: 23607/47276
650.8199702243245: 23607/47276
670.691674203048: 23607/47276
675.1665942857938: 23607/47276
700.8506308594796: 23607/47276
707.9504141695722: 23607/47276
720.9992742137717: 23608/47276
742.4452634342595: 23608/47276
774.2999733736452: 23608/47276
778.7233134722311: 23608/47276
792.6222580959226: 23608/47276
803.9131936562582: 23608/47276
809.3785657758956: 23608/47276
814.6726313620703: 23608/47276
835.472175730781: 23609/47276
851.8215435471496: 23609/47276
871.2351342214681: 23609/47276
883.829420230551: 23609/47276
905.4883883346965: 23609/47276
924.2704588429895: 23610/47276
957.3116782363275: 23610/47276
968.7680438845488: 23610/47276
992.5240054803656: 23610/47276
1007.233639765709: 23610/47276
1024.7893575455594: 23611/47276
1058.7443777845594: 23611/47276
1068.531391177082: 23611/47276
1076.2005585190232: 23611/47276
1094.1187938233304: 23611/47276
1125.2639796206022: 23611/47276
1151.4704525238005: 23612/47276
1181.5383624280428: 23612/47276
1208.8077553665232: 23612/47276
1219.191825598165: 23612/47276
1243.9701509520823: 23613/47276
1265.881485169093: 23613/47276
1294.7712201426082: 23613/47276
1300.7414868549356: 23613/47276
1327.5260261628418: 23613/47276
1346.5654777114032: 23614/47276
1378.5991660532625: 23614/47276
1386.9264737679578: 23614/47276
1413.060719232712: 23614/47276
1439.6835473103947: 23615/47276
1455.0133570723399: 23615/47276
1481.363818375831: 23615/47276
1506.2052742393644: 23615/47276
1517.3204953551515: 23615/47276
1528.81112204586: 23615/47276
1541.5763940748195: 23615/47276
1556.834686320046: 23616/47276
1588.583376672519: 23616/47276
1613.9289581093617: 23616/47276
1627.484792192424: 23616/47276
1635.34861588056: 23616/47276
1641.6902360737395: 23616/47276
1668.2881036445888: 23617/47276
1680.3840797812084: 23617/47276
1703.819237922078: 23617/47276
1713.8532763329083: 23617/47276
1736.6945477975407: 23617/47276
1747.946536456672: 23617/47276
1752.6196857039222: 23617/47276
1759.875058641338: 23618/47276
1770.7371448248048: 23618/47276
1782.7152202237812: 23618/47276
1810.2041302691887: 23618/47276
1843.7484794391717: 23618/47276
1853.4584312230588: 23618/47276
1885.2190644140223: 23619/47276
1898.3253762942395: 23619/47276
1914.5108299420874: 23619/47276
1937.4205506052683: 23619/47276
1953.6536708181395: 23619/47276
1979.3579676055783: 23620/47276
1997.0325118307012: 23620/47276
2011.2179068562962: 23620/47276
2032.3129960810986: 23620/47276
2057.2561701367817: 23620/47276
2064.2489245560837: 23620/47276
2070.302259938759: 23621/47276
2099.1228331959855: 23621/47276
2129.39618896657: 23621/47276
2156.3874074524065: 23621/47276
2190.2738213873668: 23622/47276
2212.541788633241: 23622/47276
2229.407725630673: 23622/47276
2257.5163391326955: 23622/47276
2274.99994802812: 23622/47276
2295.2709419568005: 23623/47276
2320.3839952483945: 23623/47276
2353.0029492618078: 23623/47276
2383.8570586163055: 23623/47276
2398.4525630402263: 23624/47276
2429.1732879564415: 23624/47276
2457.823663644205: 23624/47276
2465.881340905443: 23624/47276
2495.326440790562: 23625/47276
2508.4432621072847: 23625/47276
2539.648583465352: 23625/47276
2551.057023295172: 23625/47276
2564.0279406323957: 23625/47276
2597.189575182466: 23625/47276
2601.870938953276: 23626/47276
2625.040254228263: 23626/47276
2654.0212308266696: 23626/47276
2674.0960035793637: 23626/47276
2692.951408566052: 23626/47276
2715.708022698826: 23627/47276
2725.4041531000616: 23627/47276
2745.5859972752064: 23627/47276
2777.023089765754: 23627/47276
2782.1494203254283: 23627/47276
2813.7698760409817: 23628/47276
2826.7756087859257: 23628/47276
2851.724446024295: 23628/47276
2860.497446284531: 23628/47276
2884.2027177339937: 23628/47276
2916.747506749143: 23628/47276
2925.6675017343255: 23629/47276
2932.57370734599: 23629/47276
2952.64381376669: 23629/47276
2962.858392142488: 23629/47276
2993.6757429119784: 23629/47276
3023.4993619155593: 23629/47276
3029.2470438807673: 23630/47276
3041.744105220724: 23630/47276
3049.49308389606: 23630/47276
3082.455769912864: 23630/47276
3106.163822581692: 23630/47276
3115.2283545003893: 23630/47276
3123.378725041154: 23630/47276
3131.1961668021568: 23630/47276
3147.1679891255953: 23631/47276
3166.6864575231175: 23631/47276
3184.08185328793: 23631/47276
3197.6813708460973: 23631/47276
3207.7165276342585: 23631/47276
3230.638069752983: 23631/47276
3238.7371632719673: 23631/47276
3255.9471581461517: 23632/47276
3288.124874844752: 23632/47276
3316.221818903655: 23632/47276
3327.5721550119856: 23632/47276
3332.8753314241553: 23632/47276
3366.408226765465: 23633/47276
3392.488529471179: 23633/47276
3410.0849348088923: 23633/47276
3420.9816182806526: 23633/47276
3438.760879572871: 23633/47276
3463.745168465959: 23634/47276
3496.445530321468: 23634/47276
3516.3881799817786: 23634/47276
3535.999378709663: 23634/47276
3540.400666624926: 23634/47276
3569.1549530948446: 23635/47276
3585.056514683677: 23635/47276
3597.475914864645: 23635/47276
3612.702993156137: 23635/47276
3645.6131081120734: 23635/47276
3676.188173913466: 23636/47276
3708.6887293699715: 23636/47276
3724.3816794929185: 23636/47276
3732.847007126162: 23636/47276
3748.962694908959: 23636/47276
3767.0876648680246: 23636/47276
3797.759303884488: 23637/47276
3808.454503014591: 23637/47276
3824.043728976486: 23637/47276
3851.1209610359742: 23637/47276
3860.115886193758: 23637/47276
3889.922317030944: 23637/47276
3901.7279926838537: 23638/47276
3910.2718461516197: 23638/47276
3918.14841013141: 23638/47276
3925.827802544782: 23638/47276
3933.244218632292: 23638/47276
3958.26365253553: 23638/47276
3968.1097461406735: 23638/47276
3984.487612859846: 23638/47276
4011.7682330622933: 23639/47276
4043.7122988569927: 23639/47276
4056.326825839692: 23639/47276
4078.689526284409: 23639/47276
4086.804846054281: 23639/47276
4091.5872290026837: 23639/47276
4097.674484803426: 23639/47276
4115.594116974441: 23640/47276
4132.47191325518: 23640/47276
4155.905704609252: 23640/47276
4173.454233630456: 23640/47276
4197.22635515789: 23640/47276
4226.504270858218: 23641/47276
4251.14750823995: 23641/47276
4279.190606205847: 23641/47276
4286.593522772412: 23641/47276
4292.756628871714: 23641/47276
4322.48606053126: 23641/47276
4354.156341466739: 23642/47276
4373.012060081048: 23642/47276
4402.829131201665: 23642/47276
4417.9086300478475: 23642/47276
4422.441374215763: 23642/47276
4455.883611265159: 23643/47276
4471.610139039288: 23643/47276
4489.860856107583: 23643/47276
4515.200541611315: 23643/47276
4519.520504833173: 23643/47276
4541.274906073476: 23643/47276
4567.96283643836: 23644/47276
4585.577076550554: 23644/47276
4615.253662979819: 23644/47276
4645.497856509769: 23644/47276
4651.108147370809: 23644/47276
4662.472688405695: 23645/47276
4696.32378299208: 23645/47276
4729.688661881651: 23645/47276
4757.3517240625115: 23645/47276
4774.533844342737: 23646/47276
4800.248549137875: 23646/47276
4833.419203362962: 23646/47276
4838.465012064762: 23646/47276
4865.879905919876: 23646/47276
4878.610164585417: 23646/47276
4887.152487736686: 23647/47276
4903.526537381552: 23647/47276
4920.4945765027: 23647/47276
4930.4771398338635: 23647/47276
4952.671422225874: 23647/47276
4958.563482180866: 23647/47276
4963.115125387342: 23647/47276
4981.490000096687: 23647/47276
5000.462985960464: 23648/47276
