27.55856983701831: 20993/47276
45.25335572834466: 23384/47276
77.01455660642412: 23540/47276
94.39162997837448: 23580/47276
118.30207554305288: 23581/47276
154.62557494293128: 23601/47276
190.370918822266: 23602/47276
222.79641092251768: 23602/47276
239.26373759924985: 23602/47276
263.88146025661257: 23603/47276
280.9716356333235: 23603/47276
308.70269172529987: 23603/47276
333.19222456926434: 23603/47276
370.70908557899946: 23604/47276
394.0644066594367: 23604/47276
408.02380800791525: 23604/47276
422.1173688308013: 23604/47276
443.5544951529594: 23604/47276
455.6062743709588: 23604/47276
486.68802663178695: 23605/47276
513.2417965851986: 23605/47276
528.0041881317785: 23605/47276
562.0243396597458: 23605/47276
581.7791519685939: 23606/47276
595.1743228118283: 23606/47276
632.8757326537075: 23606/47276
649.9914300874773: 23606/47276
671.5788519956903: 23606/47276
691.0958242058797: 23607/47276
728.6623005041922: 23607/47276
747.9433140654888: 23607/47276
786.5166827580264: 23608/47276
815.502966288432: 23608/47276
835.0985268649151: 23608/47276
850.8102847664397: 23608/47276
883.5703001196493: 23609/47276
913.338314592585: 23609/47276
941.704726050197: 23609/47276
969.0800162602656: 23609/47276
987.9469952472906: 23610/47276
1010.7531467844337: 23610/47276
1025.2824831344126: 23610/47276
1043.9795560079822: 23610/47276
1058.7366058486307: 23610/47276
1071.8981971785395: 23610/47276
1102.4488347786237: 23611/47276
1128.088704867274: 23611/47276
1144.6204087733117: 23611/47276
1160.5436170514722: 23611/47276
1173.5843347528964: 23611/47276
1208.9814085526357: 23612/47276
1241.680769562338: 23612/47276
1278.3858818626572: 23612/47276
1309.2505751937656: 23613/47276
1341.9440577792088: 23613/47276
1375.209328108938: 23613/47276
1384.641699774036: 23613/47276
1401.7306435567461: 23613/47276
1415.9300324930332: 23614/47276
1430.3933307686443: 23614/47276
1443.508271078911: 23614/47276
1479.5072441179907: 23614/47276
1494.4123060050224: 23614/47276
1513.1951491289929: 23615/47276
1523.1360121840492: 23615/47276
1532.534107241741: 23615/47276
1567.5628798182177: 23615/47276
1587.9337180500788: 23615/47276
1598.8826540998648: 23615/47276
1631.1583208948796: 23616/47276
1658.874833794938: 23616/47276
1672.8135327798045: 23616/47276
1704.5118505873545: 23616/47276
1718.0678391295355: 23616/47276
1753.6587216577607: 23617/47276
1763.3986047664403: 23617/47276
1792.686478386861: 23617/47276
1804.4064337435216: 23617/47276
1840.7592297293845: 23618/47276
1872.1050910884433: 23618/47276
1895.808728525303: 23618/47276
1922.7400965930879: 23618/47276
1957.6297720458663: 23619/47276
1991.9673487985897: 23619/47276
2008.6071327694995: 23619/47276
2018.036635425792: 23619/47276
2052.84346277189: 23620/47276
2073.0568831368887: 23620/47276
2106.125630171651: 23620/47276
2144.5379606382307: 23620/47276
2174.8186709418765: 23621/47276
2185.7136519470214: 23621/47276
2203.5866278797785: 23621/47276
2237.90359364248: 23621/47276
2275.778788803524: 23622/47276
2285.8588106122647: 23622/47276
2322.145101130588: 23622/47276
2338.0321141817844: 23622/47276
2359.141901045633: 23623/47276
2394.8939678003226: 23623/47276
2424.7755550504726: 23623/47276
2435.9810088046947: 23623/47276
2447.6384839861485: 23623/47276
2484.6432501585305: 23624/47276
2515.0914809444844: 23624/47276
2553.4420465343105: 23624/47276
2572.801654627346: 23624/47276
2590.1735720920374: 23625/47276
2621.116347341416: 23625/47276
2644.394535095577: 23625/47276
2681.8364183583: 23626/47276
2707.517438219603: 23626/47276
2745.962841609142: 23626/47276
2784.8270767345675: 23626/47276
2806.229461615195: 23627/47276
2816.4583581032925: 23627/47276
2855.044738405584: 23627/47276
2864.8344729507357: 23627/47276
2880.189757677609: 23627/47276
2913.5496535401458: 23628/47276
2942.5062225456827: 23628/47276
2956.1244887123075: 23628/47276
2971.461773235142: 23628/47276
3001.9603203238553: 23628/47276
3015.217434299064: 23629/47276
3046.326357492526: 23629/47276
3060.182247322795: 23629/47276
3079.5667839348584: 23629/47276
3110.1299000913377: 23629/47276
3146.7600624800616: 23630/47276
3183.21020947028: 23630/47276
3218.525561932985: 23630/47276
3237.4747834495497: 23631/47276
3256.864819462573: 23631/47276
3292.9787665446506: 23631/47276
3323.3565767420573: 23631/47276
3335.966731765313: 23632/47276
3373.5000915415862: 23632/47276
3408.6899329931707: 23632/47276
3426.2589249777175: 23632/47276
3448.5630680464837: 23633/47276
3486.919581563579: 23633/47276
3515.49845056207: 23633/47276
3532.3358475594264: 23633/47276
3543.5050021049624: 23633/47276
3565.3443508791624: 23634/47276
3579.5275643997743: 23634/47276
