74.67379660987694: 5500/19268
130.8964077933811: 5612/19268
203.52875241624997: 5826/19268
257.4944530317028: 6034/19268
339.7595828450144: 6064/19268
385.4952446368402: 6763/19268
437.7351653276088: 6763/19268
523.8128867426938: 6763/19268
574.6304531512094: 6763/19268
619.8044669695827: 6763/19268
686.1748480362509: 6763/19268
759.8865220942291: 6763/19268
829.5053301548859: 6763/19268
884.2369829148654: 6763/19268
936.2218928271635: 6765/19268
1019.2202302260871: 6765/19268
1075.252940475806: 6765/19268
1136.7168702859608: 6765/19268
1210.924503750195: 6765/19268
1259.2429647697772: 6765/19268
1338.7959716074502: 6769/19268
1396.185974280721: 6771/19268
1460.6797137593312: 6771/19268
1529.1636484547728: 6771/19268
1602.9142889247419: 6771/19268
1667.0738394354673: 6771/19268
1728.5746662748365: 6771/19268
1789.554610732857: 6773/19268
1860.6983245763306: 6773/19268
1914.2734648917094: 6773/19268
1995.0994391823879: 6773/19268
2050.6562170829857: 6773/19268
2100.877067909765: 6773/19268
2163.413279898033: 6773/19268
2220.8150686763006: 6773/19268
2287.026924115843: 6773/19268
2365.000070313612: 6773/19268
2427.0973691688473: 6779/19268
2484.0777974701027: 6779/19268
2539.637955081139: 6779/19268
2616.069806895989: 6779/19268
2689.3547171189266: 6779/19268
2769.6479078192638: 6779/19268
2849.93467621846: 6779/19268
2883.687292757: 6779/19268
2965.578856835829: 6781/19268
3014.708676541375: 6781/19268
3068.3382597584496: 6781/19268
3136.454394904358: 6781/19268
3207.774634750302: 6781/19268
3257.8354605557142: 6781/19268
3321.2812140904516: 6784/19268
3400.935056931593: 6786/19268
3463.8260902871957: 6786/19268
3535.7033183662797: 6786/19268
3587.9117189622193: 6786/19268
3636.9753109796093: 6786/19268
3699.5295139425043: 6786/19268
3762.882614652476: 6786/19268
3829.731844593996: 6786/19268
3909.43193436894: 6786/19268
3987.007727197552: 6787/19268
4060.1140234722243: 6787/19268
4113.270256884583: 6788/19268
4187.402892980908: 6788/19268
4235.586462239504: 6788/19268
4287.3448352962905: 6788/19268
4333.233223969993: 6789/19268
4412.135234680113: 6789/19268
4491.351868880892: 6789/19268
4558.923712125303: 6789/19268
4600.255981515661: 6789/19268
4681.185951200219: 6794/19268
4757.539414352108: 6794/19268
4835.72889550832: 6794/19268
4887.953798765892: 6794/19268
4956.6245850140995: 6794/19268
5008.319447647778: 6794/19268
5072.432795192351: 6795/19268
5151.9631849428015: 6795/19268
5219.286524133641: 6795/19268
5294.5672568568125: 6795/19268
5359.34959421259: 6798/19268
5402.715810231748: 6798/19268
5459.540832964642: 6799/19268
5535.8109437611465: 6800/19268
5584.924637569877: 6800/19268
5648.449129233746: 6801/19268
5719.5509427819015: 6801/19268
5763.366058225345: 6801/19268
5820.449373677813: 6801/19268
5869.99648462706: 6801/19268
5940.09498712469: 6801/19268
6018.796225189386: 6802/19268
6065.575872222182: 6802/19268
6122.291704910005: 6802/19268
6201.679098664616: 6802/19268
6275.195839011077: 6802/19268
6316.936123126561: 6802/19268
6375.927499714548: 6802/19268
6443.824880622999: 6802/19268
6504.438290850707: 6802/19268
6573.338744234121: 6802/19268
6627.320488753687: 6802/19268
