5.515684906439949: 22476/47276
16.54983999072783: 22580/47276
42.928355121916866: 23427/47276
60.002392287017436: 23503/47276
72.2742874811269: 23541/47276
76.46963262163142: 23601/47276
97.18078942909659: 23601/47276
129.40065795379985: 23602/47276
146.50490823862995: 23602/47276
172.23948844382306: 23602/47276
203.29513680043183: 23603/47276
218.3897211108437: 23603/47276
246.53547456994852: 23603/47276
270.08286676035414: 23603/47276
299.6829184724715: 23603/47276
328.00663528828244: 23604/47276
359.1540520432479: 23604/47276
375.302210953893: 23604/47276
385.1927291277634: 23604/47276
408.6026303741049: 23605/47276
426.413826493713: 23605/47276
437.83081191978863: 23605/47276
447.7006193759669: 23605/47276
461.76620617546746: 23605/47276
492.1346408038167: 23605/47276
522.3165281056155: 23606/47276
551.551326528149: 23606/47276
567.9706614306888: 23606/47276
593.553791609969: 23606/47276
607.0733341516589: 23606/47276
635.6371651475862: 23607/47276
667.948278054961: 23607/47276
700.8779154198553: 23607/47276
715.3742977030888: 23608/47276
744.9392819934823: 23608/47276
753.2098501561634: 23608/47276
777.233901628021: 23608/47276
800.9542146859077: 23608/47276
812.0948724868568: 23608/47276
823.6014980409217: 23609/47276
847.3833771135851: 23609/47276
869.6083406589225: 23609/47276
898.8363459783211: 23609/47276
924.8513369971745: 23610/47276
929.1923266099852: 23610/47276
949.190660442147: 23610/47276
970.4012125170124: 23610/47276
984.7510470890969: 23610/47276
1006.4455035819896: 23610/47276
1011.8413189748275: 23610/47276
1042.8775077582766: 23611/47276
1073.1076377010818: 23611/47276
1092.3389509872472: 23611/47276
1102.9082515195976: 23611/47276
1129.4447826315143: 23612/47276
1137.9826744736647: 23612/47276
1163.543965519541: 23612/47276
1184.3330494511015: 23612/47276
1213.2641591670247: 23612/47276
1243.05141531437: 23613/47276
1248.3410319573145: 23613/47276
1275.7606994903763: 23613/47276
1294.9675071706217: 23613/47276
1323.59850871873: 23613/47276
1349.1059082842835: 23614/47276
1377.4052813727278: 23614/47276
1384.6957863057885: 23614/47276
1411.2518427128643: 23614/47276
1417.6230658780728: 23614/47276
1446.6064232499755: 23615/47276
1468.33869841626: 23615/47276
1474.3823561201352: 23615/47276
1496.8177833385905: 23615/47276
1518.8545013924938: 23615/47276
1540.2809356963846: 23615/47276
1564.0245922868305: 23616/47276
1588.9479499763008: 23616/47276
1601.5533419032788: 23616/47276
1623.8506052157122: 23616/47276
1636.1186393641767: 23616/47276
1655.645840092976: 23617/47276
1659.6641001695643: 23617/47276
1668.9681949456537: 23617/47276
1676.6898433607691: 23617/47276
1695.6588249269942: 23617/47276
1722.6296598173237: 23617/47276
1730.1327536403085: 23617/47276
1734.288434448991: 23617/47276
1768.2788339999229: 23618/47276
1785.4244368350658: 23618/47276
1797.3542633398492: 23618/47276
1806.611102697695: 23618/47276
1818.4951557367704: 23618/47276
1832.80714630162: 23618/47276
1848.6552114708907: 23618/47276
1871.155390440787: 23619/47276
1895.9753512050775: 23619/47276
1910.3578478970417: 23619/47276
1940.4130727914212: 23619/47276
1970.9414801847315: 23620/47276
1990.2024481987542: 23620/47276
2004.1237428830686: 23620/47276
2017.002132231407: 23620/47276
2040.8898317735404: 23620/47276
2050.67361502415: 23620/47276
2077.755937567199: 23621/47276
2091.6901798903664: 23621/47276
2096.557831433738: 23621/47276
2114.487051918509: 23621/47276
2126.6571103042425: 23621/47276
2149.758523699895: 23621/47276
2168.8471592502838: 23621/47276
2181.0270821796807: 23622/47276
2190.8310054007497: 23622/47276
2201.5667493792607: 23622/47276
2222.3117279226917: 23622/47276
2228.730427980415: 23622/47276
2238.544142078917: 23622/47276
2257.217273516119: 23622/47276
2261.8083697539128: 23622/47276
2274.587671791618: 23622/47276
2302.2961443088657: 23623/47276
2306.6228698665204: 23623/47276
2332.6738792272995: 23623/47276
2343.27359266254: 23623/47276
2354.2271035418203: 23623/47276
2383.5518744630695: 23623/47276
2394.5362487385887: 23624/47276
2408.377043823391: 23624/47276
2437.2110245493714: 23624/47276
2457.60303665945: 23624/47276
2486.9862469310224: 23624/47276
2502.3868928532324: 23625/47276
2510.9387573415397: 23625/47276
2526.8946542384306: 23625/47276
2558.9126770445414: 23625/47276
2574.856838128925: 23625/47276
2608.112272605166: 23626/47276
2640.0569241449866: 23626/47276
2672.99620634007: 23626/47276
2704.0773795311884: 23626/47276
