39.86933232377442: 5270/19268
89.52763590488591: 5662/19268
153.56286564445332: 5815/19268
197.0019736375793: 6169/19268
211.0014503243846: 6169/19268
267.1806056626587: 6333/19268
309.7674720173102: 6485/19268
355.98165154267394: 6485/19268
395.6750869386096: 6495/19268
454.3498898418627: 6495/19268
495.1662855816586: 6495/19268
541.795952390482: 6495/19268
580.129347387012: 6529/19268
623.8988576580156: 6529/19268
667.6608033083202: 6582/19268
708.7277185194681: 6582/19268
728.9213363114229: 6582/19268
735.8591174432431: 6582/19268
779.2013447700643: 6582/19268
818.1577572744307: 6582/19268
830.6911479160925: 6582/19268
875.239891035788: 6582/19268
910.4077281302672: 6582/19268
927.9700133756774: 6582/19268
972.5607099299099: 6648/19268
1009.7335251701595: 6648/19268
1069.6948424412435: 6649/19268
1106.8486017220382: 6649/19268
1142.660016695622: 6649/19268
1197.2340256039847: 6649/19268
1209.8480948206789: 6649/19268
1257.3918462917204: 6726/19268
1295.5687978357255: 6726/19268
1338.076736841007: 6726/19268
1341.5734383387442: 6726/19268
1384.926908958389: 6726/19268
1443.7734147232493: 6726/19268
1474.5375153091593: 6726/19268
1508.7110913688584: 6726/19268
1545.9560984593875: 6726/19268
1554.0174332963834: 6726/19268
1593.6509422635306: 6726/19268
1640.4686546515818: 6726/19268
1658.6288868253387: 6726/19268
1695.611383119525: 6726/19268
1731.5307449503193: 6726/19268
1778.0001145263457: 6726/19268
1792.8266062922262: 6726/19268
1799.5160425655586: 6726/19268
1811.3377590076325: 6726/19268
1845.55128005004: 6726/19268
1887.2652323791438: 6726/19268
1925.5548588489605: 6727/19268
1965.4027588293468: 6727/19268
2009.7088888582978: 6728/19268
2047.1461561343294: 6728/19268
2095.945570576713: 6728/19268
2144.9481564281946: 6728/19268
2185.247455112762: 6728/19268
2191.8662266198066: 6728/19268
2244.467917365042: 6798/19268
2286.369125852021: 6798/19268
2331.5812369632613: 6798/19268
2373.7480023331864: 6799/19268
2416.2827094093027: 6799/19268
2452.508498884574: 6799/19268
2495.8026830562694: 6799/19268
2506.1411016416855: 6800/19268
2549.5110358204915: 6800/19268
2568.6241168182055: 6800/19268
2575.1041561079933: 6800/19268
2610.4537304332016: 6800/19268
2652.660128392264: 6800/19268
2702.5319420883175: 6800/19268
2741.7893532472312: 6823/19268
2772.4876528865198: 6823/19268
2809.5336284357445: 6823/19268
2820.8756785475202: 6824/19268
2863.037100265929: 6824/19268
2908.592009019855: 6824/19268
2917.185005822095: 6824/19268
2954.0992926851377: 6824/19268
2990.9881539905264: 6824/19268
3001.797969074235: 6825/19268
3038.601855419526: 6825/19268
3046.6523681697117: 6825/19268
3086.374989167823: 6825/19268
3125.038321814269: 6825/19268
3170.0036500878946: 6825/19268
3183.139734230955: 6825/19268
3219.0649279644012: 6825/19268
3231.0187429061107: 6825/19268
3267.5122662091: 6825/19268
3300.704768510011: 6850/19268
3307.954012664559: 6850/19268
3353.3776703765543: 6850/19268
3389.114081763406: 6850/19268
3440.3179803966755: 6850/19268
3486.955669686932: 6850/19268
3535.349437207995: 6850/19268
3599.2434264461644: 6850/19268
3637.348972843339: 6850/19268
3689.084475158838: 6850/19268
3739.012565259279: 6850/19268
3753.297427896295: 6850/19268
3795.6047081090733: 6850/19268
3803.839572460137: 6850/19268
3846.017428127509: 6850/19268
3892.6369312914853: 6850/19268
3902.506859852097: 6850/19268
3938.6476663851913: 6850/19268
3983.8501637316863: 6850/19268
4020.395180980707: 6850/19268
4080.448293462751: 6850/19268
4085.2664224471123: 6850/19268
4125.588557643856: 6850/19268
4133.759018213321: 6850/19268
4179.590168845134: 6869/19268
4192.340933192164: 6869/19268
4232.751578657978: 6869/19268
4275.288379253321: 6869/19268
4281.254838106545: 6869/19268
4321.42859830576: 6869/19268
4366.527652704254: 6869/19268
4413.477523564652: 6869/19268
4457.62607692492: 6869/19268
4504.057415387233: 6870/19268
4548.231826373741: 6870/19268
4594.241632138486: 6870/19268
4601.823154605541: 6870/19268
4610.669485362879: 6870/19268
4659.510892768665: 6870/19268
4664.016293109744: 6870/19268
4710.534507055134: 6871/19268
4751.977628148666: 6871/19268
4798.561088118903: 6871/19268
4836.579540300865: 6871/19268
4880.511917683882: 6871/19268
4902.298070479295: 6871/19268
4947.259287571501: 6871/19268
4992.351550673033: 6871/19268
5038.76365371754: 6871/19268
5080.5833783068465: 6871/19268
5124.173478672892: 6871/19268
5139.217616043913: 6871/19268
5146.844016234856: 6871/19268
5181.140632795471: 6872/19268
5197.247614611412: 6872/19268
5241.30688671638: 6873/19268
5282.586189498572: 6873/19268
5326.780429637139: 6873/19268
5364.751171298712: 6873/19268
5375.688335222685: 6874/19268
5419.765032788765: 6874/19268
5432.647023558574: 6874/19268
5443.303185826936: 6874/19268
5480.049396927717: 6874/19268
5530.988124525258: 6874/19268
5576.997335916229: 6874/19268
5586.025424934411: 6874/19268
5636.923042682555: 6874/19268
5673.776882662454: 6874/19268
5710.203832316962: 6874/19268
5719.334866203578: 6874/19268
5767.783250570789: 6875/19268
5816.328426202152: 6875/19268
5857.680700207136: 6875/19268
5893.410253591223: 6875/19268
5941.500784503075: 6875/19268
5984.935240480881: 6875/19268
6021.199313466108: 6875/19268
6064.929043358685: 6875/19268
6106.786190843517: 6875/19268
6149.645446560745: 6875/19268
6183.717633132861: 6875/19268
6201.48769382695: 6875/19268
6248.3956456840315: 6875/19268
6302.939510043329: 6875/19268
6354.026053502624: 6875/19268
6395.256717160861: 6875/19268
6439.100546253734: 6875/19268
6471.8667569027275: 6875/19268
6519.069261149279: 6875/19268
6565.004087519899: 6875/19268
6575.468165906348: 6875/19268
6622.126519926861: 6875/19268
6661.9247163026985: 6875/19268
6708.423261217244: 6875/19268
6753.409534128706: 6875/19268
6788.677378206095: 6875/19268
6829.400706772333: 6875/19268
6860.139514614296: 6875/19268
6870.674863433445: 6876/19268
6915.355682186923: 6876/19268
6925.833605538636: 6876/19268
6967.956302716242: 6876/19268
7020.0589383317565: 6876/19268
7065.091599383948: 6876/19268
7105.036313959594: 6876/19268
7115.714626381753: 6876/19268
7155.571907481018: 6876/19268
7201.079233937091: 6876/19268
7243.366759316462: 6876/19268
7282.852957621836: 6876/19268
7321.987254448525: 6876/19268
7363.517054519531: 6876/19268
7404.576184199193: 6876/19268
7444.393430094411: 6876/19268
7473.118016601756: 6876/19268
7480.847380461412: 6876/19268
7486.880289385186: 6876/19268
7526.067894588217: 6877/19268
7568.885858807226: 6877/19268
7612.79384166123: 6877/19268
7660.201927678687: 6878/19268
7701.641430101296: 6878/19268
7723.111769483875: 6878/19268
7764.855055053493: 6878/19268
7812.227658325373: 6878/19268
7867.008656548609: 6878/19268
7928.170755863983: 6878/19268
7944.262095299782: 6878/19268
7983.818781074354: 6878/19268
8020.502168813876: 6878/19268
8064.262404860804: 6878/19268
8111.696850197212: 6878/19268
8149.838868662758: 6878/19268
8186.2725644088005: 6878/19268
8231.148622085277: 6878/19268
8272.809363168142: 6878/19268
8312.19461407388: 6878/19268
8351.870910299665: 6878/19268
8401.885880918197: 6878/19268
8426.05634733254: 6878/19268
8484.87428506802: 6878/19268
8539.187229896836: 6878/19268
8577.92119856809: 6878/19268
8627.477724954186: 6878/19268
8678.8629835627: 6878/19268
8722.794938577792: 6878/19268
8734.043796519189: 6878/19268
8787.720823110465: 6878/19268
8789.78575323245: 6878/19268
8840.083361095652: 6878/19268
8876.484022395534: 6878/19268
8920.503916507692: 6878/19268
8925.656382331092: 6878/19268
8963.08047046404: 6878/19268
8999.609162622572: 6878/19268
9039.610034661844: 6887/19268
9090.054941432389: 6887/19268
9138.306749826175: 6887/19268
9181.50742393208: 6887/19268
9225.074731232617: 6887/19268
9264.556340771076: 6887/19268
9310.378734315043: 6887/19268
9351.426075774993: 6887/19268
9405.31908342858: 6888/19268
9449.163557633885: 6888/19268
9493.226823923458: 6888/19268
9546.793469940316: 6888/19268
9564.482613052474: 6888/19268
9593.104067570992: 6888/19268
9599.931990974741: 6889/19268
9639.382291433187: 6889/19268
9650.11994671729: 6889/19268
9656.237295108409: 6889/19268
9675.566342124328: 6890/19268
9716.989148557197: 6890/19268
9762.968778107635: 6890/19268
9812.181274832554: 6890/19268
9851.07539895499: 6890/19268
9880.996098042368: 6890/19268
9891.814149764054: 6890/19268
9935.281009139198: 6890/19268
9977.221804158986: 6890/19268
10018.836223474378: 6890/19268
10054.897828795672: 6890/19268
10092.97490305198: 6890/19268
10100.584920388337: 6890/19268
10111.261015119042: 6890/19268
10150.745230777024: 6891/19268
10237.952104894926: 6891/19268
10253.375210827506: 6891/19268
10305.437770757784: 6891/19268
10315.773017535766: 6891/19268
10359.647802495198: 6891/19268
10433.722585324227: 6891/19268
10471.996228766302: 6891/19268
10477.895152102958: 6891/19268
10484.3400319325: 6891/19268
10526.982825368841: 6892/19268
10588.47383464325: 6892/19268
