12.172095202631848: 3423/19268
25.58087948849623: 5305/19268
46.699939336920565: 5369/19268
53.931175800433564: 5485/19268
79.51743573883475: 5560/19268
89.18112027359221: 5681/19268
104.07392324621729: 5926/19268
115.63998544581821: 6034/19268
134.60940066076833: 6034/19268
156.7964632739455: 6079/19268
166.19660557970192: 6180/19268
183.4412702395502: 6180/19268
198.54186426396362: 6180/19268
217.14265987522072: 6180/19268
237.25155737176317: 6180/19268
261.3984539527903: 6180/19268
279.221975313742: 6214/19268
302.91339121264167: 6214/19268
309.75380662575014: 6299/19268
329.4828694274837: 6300/19268
352.92971670032557: 6300/19268
368.72955743533686: 6306/19268
382.4973167118394: 6306/19268
401.05777690492977: 6306/19268
421.3533809021559: 6358/19268
439.32784249828643: 6358/19268
450.6881411432811: 6358/19268
476.0641625685268: 6358/19268
494.69745090771335: 6358/19268
517.1932628395722: 6358/19268
533.3346205336338: 6359/19268
550.5510224541646: 6359/19268
567.9173227120347: 6359/19268
583.6905804507236: 6360/19268
595.4767506828906: 6468/19268
616.0383992263728: 6468/19268
635.1408688694281: 6472/19268
645.5448946192614: 6472/19268
656.5179199200343: 6472/19268
676.7509085286455: 6472/19268
696.5621925720698: 6472/19268
714.4101949005767: 6472/19268
725.2816753013863: 6472/19268
744.5311976331046: 6521/19268
782.25205108314: 6521/19268
805.6126536991368: 6521/19268
826.7922826430456: 6521/19268
842.0581372952317: 6521/19268
862.0579305867388: 6521/19268
880.0615408270282: 6521/19268
898.8100328312674: 6521/19268
921.7653348530046: 6521/19268
938.2502165516743: 6543/19268
951.340589851283: 6543/19268
978.1935517042392: 6543/19268
998.3248793886131: 6543/19268
1011.846324722257: 6543/19268
1032.593222732131: 6543/19268
1065.3735332719086: 6543/19268
1083.9232362079797: 6543/19268
1107.370719171603: 6543/19268
1125.9825601820357: 6543/19268
1143.0407714456546: 6543/19268
1164.685554346749: 6543/19268
1176.048460888463: 6543/19268
1198.8673864560526: 6543/19268
1221.5470985861662: 6543/19268
1234.3633412489462: 6543/19268
1256.1269589464657: 6543/19268
1302.4768584206072: 6543/19268
1328.2221029934612: 6543/19268
1344.665046087547: 6543/19268
1351.2545005481338: 6543/19268
1381.100982786717: 6543/19268
1400.125270325825: 6543/19268
1407.4196961984117: 6590/19268
1426.9047691215103: 6590/19268
1448.6578509801307: 6590/19268
1471.4045860454264: 6590/19268
1477.4705495145847: 6590/19268
1486.0401545416128: 6616/19268
1505.9939451521561: 6616/19268
1534.8795834287898: 6616/19268
1556.6694788599489: 6616/19268
1586.1688210118477: 6616/19268
1599.8905299754142: 6616/19268
1605.5018060412503: 6616/19268
1627.645707374326: 6727/19268
1632.5747756314258: 6727/19268
1652.2154062175366: 6727/19268
1674.307424714247: 6728/19268
1691.216064385607: 6728/19268
1714.1176014253383: 6728/19268
1728.3258162756338: 6728/19268
1751.2806715672339: 6728/19268
1772.4448892580913: 6728/19268
1795.362479004591: 6728/19268
1815.5510225127325: 6728/19268
1837.926832738244: 6729/19268
1860.1498295688937: 6729/19268
1869.0208020693196: 6729/19268
1883.60999570158: 6729/19268
1903.7065217644913: 6729/19268
1923.3446858868522: 6729/19268
1942.6243658517208: 6739/19268
1954.8498310922716: 6739/19268
1970.8870465759064: 6745/19268
1990.2200001489316: 6745/19268
2009.8002857042568: 6745/19268
2032.91385225195: 6745/19268
2050.481344679418: 6746/19268
2069.258375149707: 6746/19268
2087.252854578795: 6746/19268
2111.256373340028: 6746/19268
2127.166871405223: 6746/19268
2137.326026731482: 6746/19268
2158.7603557313714: 6746/19268
2176.2153963097508: 6746/19268
2198.9435302588345: 6746/19268
2223.9836582181074: 6746/19268
2242.275412365367: 6746/19268
2263.530388374929: 6746/19268
2275.7332278836648: 6746/19268
2295.2909729442863: 6784/19268
2313.786540208734: 6784/19268
2335.190031966087: 6784/19268
2355.617701848757: 6784/19268
2371.263956956884: 6827/19268
2392.468860993316: 6827/19268
2405.1453490146705: 6827/19268
2425.208457687382: 6827/19268
2445.479409568371: 6828/19268
2465.856790120288: 6828/19268
2490.9202723741496: 6828/19268
2499.443820775149: 6828/19268
2517.4754600837127: 6828/19268
2524.2092014957466: 6828/19268
2541.0244289205125: 6828/19268
2566.2065996715346: 6828/19268
2580.822567935736: 6828/19268
2592.097600005026: 6828/19268
2618.9224886322045: 6828/19268
2641.5630369049823: 6828/19268
2661.651801045439: 6828/19268
2682.3136226097918: 6828/19268
2703.6751205953406: 6828/19268
2722.5425937916057: 6828/19268
2742.4905952379695: 6828/19268
2750.40356542731: 6828/19268
2759.6445339451466: 6828/19268
2795.014591835684: 6828/19268
2815.5401740416887: 6828/19268
2830.3918323649773: 6828/19268
2849.864379581151: 6828/19268
2870.2915600816864: 6828/19268
2893.309851442902: 6828/19268
2908.515364603704: 6828/19268
2928.05397291839: 6828/19268
2947.6374359658184: 6828/19268
2970.2874851514957: 6828/19268
2989.545233872985: 6828/19268
3009.5549831789162: 6828/19268
3028.197506573707: 6828/19268
3036.605329613019: 6828/19268
3049.933314402007: 6828/19268
3073.9847180043907: 6828/19268
3095.04346874033: 6828/19268
3113.1019037525894: 6842/19268
3132.8382842365645: 6842/19268
3156.3447691699466: 6842/19268
3172.044886244109: 6842/19268
3184.3681419872705: 6842/19268
3201.5523596898656: 6842/19268
3220.716015123714: 6842/19268
3242.9494340695246: 6842/19268
3258.723950336662: 6842/19268
3281.326371201694: 6842/19268
3301.6001295023807: 6842/19268
3311.8428318128663: 6845/19268
3316.113782895665: 6847/19268
3328.5944939806773: 6847/19268
3337.6078578576653: 6847/19268
3356.6703726299625: 6848/19268
3378.1219661297987: 6848/19268
3402.7415714771887: 6848/19268
3430.2979783445494: 6851/19268
