28.64974539238618: 22021/47276
38.42527012940058: 22979/47276
56.55358637200371: 23443/47276
71.00005452370928: 23511/47276
97.08545397998971: 23543/47276
113.74526038861977: 23602/47276
130.53994145672883: 23602/47276
135.122416128562: 23602/47276
148.3908524223117: 23602/47276
168.7113578369366: 23602/47276
192.6647059597302: 23602/47276
206.32901878367468: 23603/47276
218.8756844203824: 23603/47276
251.7376427467941: 23603/47276
271.19581958349244: 23603/47276
282.89580268988107: 23603/47276
291.3182403640801: 23603/47276
314.2363947993589: 23604/47276
342.23888354345144: 23604/47276
358.15929050988973: 23604/47276
372.2288796624702: 23604/47276
387.5877031527229: 23604/47276
418.3145883273647: 23605/47276
436.2991475646376: 23605/47276
452.4492833283574: 23605/47276
477.2180796700177: 23605/47276
506.4591364188066: 23605/47276
528.7810301445063: 23606/47276
542.2369984820623: 23606/47276
567.680985862636: 23606/47276
579.2704802090869: 23606/47276
598.8503910602533: 23606/47276
631.71345322619: 23607/47276
640.9283619071157: 23607/47276
669.5972370549008: 23607/47276
685.2469969370402: 23607/47276
715.1040625801178: 23608/47276
740.1984466578347: 23608/47276
750.6130468566569: 23608/47276
758.2491606778542: 23608/47276
780.0135909974772: 23608/47276
796.7701353965442: 23608/47276
808.2487964372316: 23608/47276
833.6553115476678: 23609/47276
862.9293334407139: 23609/47276
869.6606128103688: 23609/47276
880.0764513534409: 23609/47276
903.1157503666432: 23609/47276
931.762576081685: 23610/47276
936.769997638275: 23610/47276
964.7122767710671: 23610/47276
975.9748943206403: 23610/47276
987.2052423312601: 23610/47276
1013.8791733579678: 23610/47276
1032.2274969107891: 23611/47276
1055.922653435483: 23611/47276
1088.8599773807607: 23611/47276
1115.999651946036: 23611/47276
1123.3313528331753: 23611/47276
1142.4424287379215: 23612/47276
1150.5225977966131: 23612/47276
1154.813577288925: 23612/47276
1170.4232279140956: 23612/47276
1175.1696184916323: 23612/47276
1205.948277797047: 23612/47276
1226.7054008065986: 23612/47276
1248.4198075298514: 23613/47276
1257.8103489890434: 23613/47276
1270.97286608249: 23613/47276
1295.5905779833354: 23613/47276
1303.4328803234305: 23613/47276
1313.9592196066899: 23613/47276
1327.1057389673538: 23613/47276
1346.2218598368531: 23614/47276
1378.03013614135: 23614/47276
1383.78424045414: 23614/47276
1398.4424077073675: 23614/47276
1406.38701214092: 23614/47276
1411.2839026606605: 23614/47276
1416.5719718271241: 23614/47276
1443.5224975292242: 23615/47276
1459.8054394331893: 23615/47276
1482.4362309138232: 23615/47276
1498.9622114817846: 23615/47276
1526.1169477738574: 23615/47276
1556.3809717536858: 23616/47276
1582.101032560099: 23616/47276
1599.772546603323: 23616/47276
1616.3646452752828: 23616/47276
1621.9329076638012: 23616/47276
1637.3863226340366: 23616/47276
1659.2080755016316: 23617/47276
1667.0369726908568: 23617/47276
1684.9912284596028: 23617/47276
1718.2230405164069: 23617/47276
1745.623571372752: 23617/47276
1771.0087367363662: 23618/47276
1792.4976267380564: 23618/47276
1800.9378228312496: 23618/47276
1834.8151900899952: 23618/47276
1849.5704823541614: 23618/47276
1880.3884264132837: 23619/47276
1894.445704349397: 23619/47276
1915.6989911540234: 23619/47276
1945.1284847816073: 23619/47276
1961.579853970256: 23619/47276
1970.8047452212218: 23620/47276
2003.7975616286046: 23620/47276
2017.0298016010847: 23620/47276
2048.25207436835: 23620/47276
2054.655295434005: 23620/47276
2063.334744469595: 23620/47276
2077.5646133014807: 23621/47276
2103.1596344119575: 23621/47276
2132.1445717762576: 23621/47276
2154.512271647995: 23621/47276
2185.2322805003832: 23622/47276
2208.9700805002612: 23622/47276
2238.425776288178: 23622/47276
2245.7151863661807: 23622/47276
2255.1600487305714: 23622/47276
2269.612843327013: 23622/47276
2294.872075923892: 23623/47276
2314.79319236961: 23623/47276
2322.2902664365306: 23623/47276
2330.342615350132: 23623/47276
2345.7492565170387: 23623/47276
2356.8198629911712: 23623/47276
