29.581163154982015: 4931/19268
48.782342317697854: 5469/19268
61.473070000032415: 5768/19268
89.27315377190494: 5851/19268
110.35159930919059: 5954/19268
123.83057039943462: 6072/19268
148.04077102118754: 6072/19268
186.2555144685622: 6271/19268
212.00020446215888: 6271/19268
240.76911660451023: 6271/19268
267.3546254817928: 6309/19268
297.3727961806396: 6309/19268
322.5922656439066: 6309/19268
351.35670397938924: 6309/19268
387.0086641629439: 6309/19268
419.3188215714201: 6309/19268
450.0590810280931: 6314/19268
461.1771476173062: 6314/19268
473.63749446791496: 6314/19268
505.1706772443803: 6314/19268
539.3119945414913: 6314/19268
568.9649009708139: 6314/19268
613.1003743887833: 6314/19268
639.3711393230152: 6314/19268
666.7839014275362: 6589/19268
690.2047939060305: 6589/19268
722.8107287815465: 6589/19268
762.1248394160581: 6589/19268
788.8686608092692: 6589/19268
801.6400540254884: 6589/19268
822.2241456760361: 6589/19268
850.2699977364405: 6589/19268
885.9588650478125: 6590/19268
920.7617350560643: 6591/19268
950.5456550174578: 6684/19268
960.0094284564057: 6743/19268
991.450941347144: 6743/19268
1025.0922174811578: 6743/19268
1065.4718577395727: 6743/19268
1096.8951200361334: 6743/19268
1141.9474747339243: 6743/19268
1150.2107475758532: 6743/19268
1182.5670898616556: 6744/19268
1191.6571337779476: 6744/19268
1221.8745107271502: 6744/19268
1231.6153820834963: 6744/19268
1262.7654370583336: 6744/19268
1292.2189178991382: 6745/19268
1321.2247040961197: 6751/19268
1348.1397904248195: 6752/19268
1352.586568565445: 6752/19268
1384.4950807920998: 6775/19268
1414.7042624346345: 6775/19268
1448.3334047937933: 6775/19268
1478.0294421890242: 6775/19268
1513.6104641831919: 6784/19268
1546.8262494243713: 6784/19268
1577.2223226560984: 6784/19268
1614.4824255282706: 6784/19268
1643.3497504097766: 6784/19268
1679.7186333480365: 6784/19268
1709.076054450602: 6792/19268
1736.8231848992775: 6805/19268
1768.1007424293653: 6806/19268
1794.231618907586: 6806/19268
1813.472734220079: 6806/19268
1847.642181111076: 6806/19268
1893.9431706796888: 6806/19268
1935.2210449601255: 6806/19268
1979.1044244723187: 6806/19268
2010.4970100921496: 6806/19268
2041.814841791097: 6806/19268
2071.9865212990926: 6807/19268
2102.663857356707: 6807/19268
2140.936249032506: 6807/19268
2176.397721006065: 6807/19268
2190.881454923571: 6813/19268
2227.5493368302173: 6813/19268
2241.669005627284: 6813/19268
2256.3726772283626: 6820/19268
2278.546508318181: 6820/19268
2328.9496174490046: 6820/19268
2355.8747469552363: 6820/19268
2390.367860126521: 6820/19268
2417.3402342455533: 6820/19268
2453.2846489120006: 6820/19268
2464.3903636531763: 6824/19268
2492.9784472294455: 6824/19268
2507.443549466951: 6824/19268
2538.4053433396584: 6824/19268
2568.2541738051113: 6824/19268
2602.224916429593: 6825/19268
2614.164137846292: 6827/19268
2640.9868261119445: 6827/19268
2663.824016817822: 6827/19268
2697.202353892879: 6851/19268
2721.403930955306: 6851/19268
2752.8298065990357: 6853/19268
2783.6075579365765: 6854/19268
2811.089719497953: 6855/19268
2840.6152513806655: 6856/19268
2870.1064428839995: 6856/19268
2902.480406012015: 6856/19268
2924.892460484145: 6856/19268
2962.112937887459: 6856/19268
2998.264391754182: 6856/19268
3007.367878397554: 6856/19268
3033.6592366450595: 6858/19268
3051.334047873006: 6858/19268
3080.7297198072397: 6858/19268
3090.14704014163: 6858/19268
3109.335617562176: 6858/19268
3135.7510332014867: 6858/19268
3174.95314750389: 6858/19268
3197.1696781910878: 6858/19268
3232.902101783952: 6858/19268
3266.9153790775777: 6858/19268
3294.559337149807: 6858/19268
3325.1041857707164: 6858/19268
3357.59321965087: 6858/19268
3402.471193590411: 6858/19268
3430.933277077773: 6858/19268
3462.8972417506943: 6858/19268
3496.93856322644: 6858/19268
3531.278504091418: 6858/19268
3563.124525704189: 6858/19268
3591.5432566327377: 6858/19268
3627.4515720760814: 6858/19268
3655.3301862486305: 6858/19268
3690.028335075259: 6858/19268
3719.3642638688902: 6858/19268
3744.376898688036: 6858/19268
3780.3387572255738: 6858/19268
3803.810393419054: 6858/19268
3840.2193521518075: 6858/19268
3865.263815411217: 6858/19268
3896.963613604353: 6858/19268
3913.874539134485: 6858/19268
3938.2527338113664: 6858/19268
3974.9501489630165: 6865/19268
4000.4449523285057: 6865/19268
4038.168342789823: 6865/19268
4082.773627392145: 6865/19268
4107.664533305153: 6865/19268
4120.5270114849645: 6865/19268
4148.131263998438: 6867/19268
4186.6805170150365: 6867/19268
4210.512433456261: 6867/19268
4248.4814903871: 6867/19268
4273.892982545564: 6867/19268
4299.402707041536: 6867/19268
4311.85456698666: 6867/19268
4341.115945606173: 6867/19268
4362.077572281255: 6868/19268
4414.8660693185875: 6868/19268
4438.255468077711: 6868/19268
4468.182191374536: 6868/19268
4502.262521666536: 6868/19268
4540.422281820361: 6868/19268
4571.906933441519: 6868/19268
4598.118285994226: 6868/19268
4631.642796481304: 6868/19268
4673.874757370974: 6874/19268
4703.230130975484: 6874/19268
4732.476310614847: 6874/19268
4769.642038243354: 6874/19268
4804.009402788134: 6874/19268
4827.64794761817: 6874/19268
4861.216693233386: 6874/19268
4893.803813649705: 6874/19268
4922.468307349663: 6874/19268
4940.533921436: 6874/19268
4964.8926486382: 6874/19268
5007.269188893315: 6874/19268
5021.605010789235: 6874/19268
5053.869406030437: 6874/19268
5066.374637381497: 6896/19268
5097.3786473706205: 6896/19268
5120.351393625949: 6896/19268
5151.952520380275: 6896/19268
5162.922385311292: 6896/19268
5165.74373928536: 6896/19268
5174.678392611159: 6896/19268
5212.14733769097: 6896/19268
5243.275368986796: 6896/19268
5256.364118679889: 6896/19268
5287.309627534031: 6896/19268
5327.453510164527: 6896/19268
5351.530785142459: 6896/19268
5384.510067186147: 6896/19268
5410.46754843751: 6896/19268
5417.045565405915: 6896/19268
5446.6306079435: 6896/19268
5481.7295122114565: 6896/19268
5518.893316201366: 6896/19268
5554.163746023409: 6896/19268
5586.706875225335: 6896/19268
5619.352423736057: 6896/19268
5648.325789411676: 6896/19268
5683.257752548256: 6896/19268
5722.691000121522: 6896/19268
5752.042725363326: 6896/19268
5797.369407430619: 6896/19268
5831.761421240008: 6896/19268
5874.137792210729: 6896/19268
5904.2215687187145: 6896/19268
5915.618345541504: 6896/19268
5927.309046192873: 6896/19268
5960.854857797233: 6896/19268
5986.829477891744: 6896/19268
6013.809575394707: 6896/19268
6046.522562947507: 6896/19268
6072.400963217227: 6896/19268
6114.670922933013: 6896/19268
6145.13998169172: 6896/19268
6152.244653929634: 6896/19268
6180.669860634461: 6896/19268
6202.394269450451: 6896/19268
6215.264386375464: 6896/19268
6249.648725082402: 6896/19268
6277.543174316638: 6896/19268
6286.523002412612: 6899/19268
6315.493160478049: 6899/19268
6354.229378968863: 6899/19268
6364.569299183115: 6899/19268
6389.173946525057: 6900/19268
6421.21259003197: 6900/19268
6460.732635112213: 6900/19268
6467.897502417255: 6900/19268
6501.676970151637: 6900/19268
6543.325650183297: 6900/19268
6551.981418940954: 6900/19268
6582.503242096267: 6900/19268
6615.315845584653: 6900/19268
6646.042790380134: 6900/19268
6676.745845052372: 6901/19268
6683.5942322110495: 6901/19268
6722.032603750507: 6901/19268
6763.838204698302: 6901/19268
6797.9937604600145: 6901/19268
6831.098547738609: 6901/19268
6856.300803755058: 6901/19268
6881.50356059689: 6902/19268
6921.775584186718: 6902/19268
6949.317404316849: 6902/19268
6982.63047287832: 6903/19268
7023.052420033635: 6903/19268
7052.210069044119: 6903/19268
7070.830990244544: 6903/19268
7100.08228302571: 6903/19268
7126.0916214678555: 6903/19268
7157.799269978766: 6903/19268
7201.555975448818: 6903/19268
7206.872428076225: 6903/19268
7238.144248812121: 6903/19268
7265.6344571004565: 6903/19268
7295.660602912447: 6903/19268
7321.804702245829: 6903/19268
7353.298358899349: 6903/19268
7393.992850747428: 6903/19268
7421.117313765615: 6903/19268
7454.163553193: 6903/19268
7482.3519603578525: 6903/19268
7488.841591943841: 6904/19268
7535.144329083146: 6904/19268
7565.076037429602: 6904/19268
7596.148344932646: 6904/19268
7630.5138673470365: 6904/19268
7663.898781138223: 6904/19268
7697.693239415624: 6904/19268
7728.008308930336: 6904/19268
7755.255483300823: 6904/19268
7761.555104547248: 6904/19268
7802.65173974967: 6904/19268
7806.424353181072: 6904/19268
7835.2890649885785: 6904/19268
7859.6170648608: 6904/19268
7895.954183563483: 6904/19268
7930.103899808652: 6904/19268
7939.166385958318: 6904/19268
7948.712336051111: 6904/19268
7968.979189214954: 6905/19268
8010.127412849237: 6905/19268
8045.205683349974: 6905/19268
8076.130198450732: 6905/19268
8114.048087801214: 6905/19268
8147.280711422206: 6905/19268
8175.42159376784: 6905/19268
8187.916343121521: 6905/19268
8195.333591747769: 6905/19268
8224.911908780976: 6905/19268
8237.679460782312: 6905/19268
8264.453875856096: 6905/19268
8297.653762664308: 6905/19268
8326.530155266126: 6910/19268
8378.613299181061: 6911/19268
8390.878872358002: 6912/19268
8400.275884824585: 6912/19268
8433.33616785113: 6913/19268
8462.023337429528: 6914/19268
8490.657555899406: 6914/19268
8521.750473215383: 6914/19268
8545.222388267968: 6914/19268
8581.916320524819: 6914/19268
8606.660618641516: 6914/19268
8653.062570558808: 6914/19268
8721.106816188669: 6914/19268
8757.291365745024: 6914/19268
8796.7225931878: 6914/19268
8969.628078839072: 6915/19268
8996.605179514634: 6915/19268
9027.745564097057: 6915/19268
9055.33750306885: 6915/19268
9080.4941996451: 6915/19268
9114.621750862421: 6915/19268
9140.288629131921: 6915/19268
9173.210378235504: 6916/19268
9200.74908107797: 6917/19268
9232.648953818658: 6917/19268
9261.215873706728: 6917/19268
9286.474444948148: 6917/19268
9320.07317486614: 6917/19268
9329.500701453757: 6917/19268
9370.283719193996: 6917/19268
9402.176066409074: 6917/19268
9407.888190932443: 6917/19268
9439.43783262985: 6917/19268
9473.559335563907: 6917/19268
9497.094169522976: 6917/19268
9508.79660061489: 6917/19268
9542.41256440215: 6917/19268
9575.2712225907: 6917/19268
9609.835692178653: 6917/19268
9644.85465239374: 6917/19268
9649.789838751176: 6917/19268
9675.495358450013: 6917/19268
9690.373908476331: 6917/19268
9716.892613284948: 6917/19268
9752.414541354861: 6917/19268
9788.620931816651: 6917/19268
9829.773547144356: 6917/19268
9856.221126883043: 6917/19268
9886.321182263195: 6917/19268
9905.839190707951: 6917/19268
9943.23512448439: 6917/19268
9984.330400579654: 6917/19268
10010.591691510439: 6917/19268
10047.335261788505: 6917/19268
10087.2324360038: 6917/19268
10120.887799798536: 6918/19268
10145.070131514301: 6918/19268
10177.661449797602: 6918/19268
10205.858826159378: 6918/19268
10238.81020763715: 6918/19268
10245.225668748411: 6918/19268
10252.741165144866: 6918/19268
10287.831399827433: 6918/19268
10296.467081474535: 6918/19268
10328.28183015451: 6919/19268
10361.046996415991: 6919/19268
10390.01668423831: 6919/19268
10425.435031804884: 6919/19268
10450.086842928105: 6919/19268
10477.844678601814: 6919/19268
10507.017482085981: 6919/19268
10539.627704458213: 6920/19268
10569.272832020415: 6920/19268
10607.139799796618: 6920/19268
10639.215478619768: 6920/19268
10667.500580434455: 6920/19268
10703.580361672544: 6920/19268
10736.61252999519: 6920/19268
10768.945685121986: 6920/19268
10792.534230604277: 6920/19268
10829.771151697882: 6920/19268
10856.131806188927: 6920/19268
10889.128120982268: 6920/19268
10931.040695205425: 6920/19268
10970.47347546004: 6920/19268
11003.761471158998: 6920/19268
11029.757811169895: 6920/19268
11036.615865211108: 6920/19268
11073.757460807163: 6920/19268
11103.28188371108: 6920/19268
11128.07909178607: 6920/19268
11171.129678873873: 6920/19268
11203.460444353615: 6920/19268
11238.76985130417: 6920/19268
11307.719216638456: 6921/19268
11331.99093838125: 6921/19268
11361.10846405622: 6931/19268
11404.373496615048: 6931/19268
11439.344717243592: 6931/19268
11482.736933529111: 6931/19268
11527.519072261135: 6931/19268
11561.906210589672: 6931/19268
11582.999325678436: 6931/19268
11617.343517714276: 6931/19268
11658.653940401338: 6931/19268
11685.239053200243: 6931/19268
11722.494807425826: 6931/19268
11758.121026341238: 6931/19268
11785.98068426008: 6931/19268
11819.977568986167: 6931/19268
11851.059704161338: 6931/19268
11905.37140239612: 6931/19268
11925.504438961794: 6931/19268
11964.78423320125: 6931/19268
12002.99313558636: 6931/19268
12031.905323496709: 6931/19268
12052.540840751477: 6931/19268
12063.605936883414: 6931/19268
12098.37156865137: 6931/19268
12122.92700524182: 6931/19268
12139.047499386188: 6931/19268
12145.10551330882: 6931/19268
12177.59644786917: 6931/19268
12210.619392564528: 6931/19268
12240.059698831607: 6931/19268
12273.361511218112: 6932/19268
12307.906768004188: 6932/19268
12339.37053067634: 6934/19268
12368.297690109677: 6934/19268
12374.62768374873: 6934/19268
12400.835247642925: 6934/19268
12431.944849108111: 6934/19268
12468.600639231767: 6934/19268
12499.573948131512: 6934/19268
12526.565145966637: 6934/19268
12559.245075116829: 6934/19268
12579.058648852035: 6935/19268
12592.58443532876: 6935/19268
12627.343112061086: 6935/19268
12637.171636829964: 6935/19268
12666.262378012221: 6935/19268
12670.174763914347: 6935/19268
12706.34700151116: 6935/19268
12736.24332815029: 6935/19268
12773.287196880727: 6936/19268
12796.390984443726: 6936/19268
12829.008442441165: 6936/19268
12859.560995304151: 6936/19268
12885.292654837276: 6936/19268
12916.939605254422: 6936/19268
12949.833380220954: 6936/19268
12973.999523452025: 6936/19268
13001.369297242569: 6936/19268
13007.8347575067: 6937/19268
13039.778715384258: 6937/19268
13072.559855565574: 6937/19268
13100.950934912204: 6937/19268
13128.11927330506: 6937/19268
13156.24387032153: 6937/19268
13175.187658471732: 6937/19268
13210.078259910413: 6937/19268
13219.007833205715: 6937/19268
13254.970665224806: 6937/19268
13266.40860567721: 6937/19268
13291.258894904435: 6937/19268
13323.977106906961: 6937/19268
13357.606888771965: 6937/19268
13357.104016179224: 6937/19268
13399.108127728467: 6937/19268
13432.731178225284: 6937/19268
13492.845345271166: 6937/19268
13522.629052882647: 6937/19268
13530.88068288458: 6937/19268
13563.233897626767: 6937/19268
13595.564070721215: 6937/19268
13623.475026140148: 6937/19268
13637.858284501757: 6937/19268
13671.161243276803: 6937/19268
13702.582854259173: 6937/19268
13724.970033690197: 6937/19268
13761.34399285527: 6937/19268
13792.717432323665: 6937/19268
13822.013877740168: 6937/19268
13854.32665678967: 6937/19268
13894.916615540422: 6937/19268
13924.963781604712: 6941/19268
13954.549681677001: 6941/19268
13988.63655638661: 6941/19268
14004.570103462565: 6941/19268
14055.4751663303: 6941/19268
14081.344888702391: 6941/19268
14110.253401489927: 6941/19268
14142.759175685502: 6941/19268
14175.774549540476: 6941/19268
14223.30648136808: 6941/19268
14254.104641588627: 6942/19268
14280.863890727582: 6942/19268
14289.777169353398: 6942/19268
14321.143877132909: 6942/19268
14331.92434164953: 6942/19268
14356.310493812767: 6942/19268
14391.024841402046: 6942/19268
14422.661826281957: 6942/19268
14444.723041714022: 6942/19268
14482.654043088514: 6942/19268
14521.468807943258: 6942/19268
14524.29346008158: 6942/19268
14565.884648650524: 6942/19268
14594.499703299682: 6942/19268
14603.160990213208: 6942/19268
14634.013994817225: 6942/19268
14656.36517514802: 6942/19268
14665.811695197892: 6942/19268
14677.140916395845: 6942/19268
14708.705867379018: 6942/19268
14750.913128245582: 6942/19268
14781.02393376113: 6942/19268
14811.115550680335: 6942/19268
14843.250013595158: 6942/19268
