22.943133016087266: 20138/47276
32.23013233738047: 21017/47276
49.10157125770341: 21452/47276
62.19227286650215: 21766/47276
78.12524512402369: 21965/47276
88.45313198709113: 22016/47276
108.16272120809533: 22075/47276
118.36822374065822: 22213/47276
137.54300310879478: 22758/47276
157.23128960278095: 22853/47276
168.9960183895013: 22874/47276
186.023799748215: 22970/47276
203.15256369177428: 23007/47276
219.2820859856452: 23057/47276
226.92191355582716: 23069/47276
245.3762299211044: 23079/47276
258.34084572132303: 23234/47276
271.4868188636955: 23234/47276
291.81114001405865: 23250/47276
297.76034308663645: 23271/47276
320.0290923206754: 23273/47276
327.4063564003689: 23274/47276
344.4722701775414: 23280/47276
357.157715000222: 23328/47276
374.03326944934685: 23328/47276
392.7762777968706: 23347/47276
404.2881986341043: 23347/47276
419.26201321663837: 23354/47276
436.47191815001275: 23392/47276
446.90025731271913: 23413/47276
466.9383740786355: 23427/47276
482.50243751517723: 23427/47276
507.45574444037237: 23463/47276
522.2888011132372: 23465/47276
533.8508596092795: 23547/47276
551.3500280098473: 23547/47276
561.9477450891802: 23548/47276
580.3648038026707: 23548/47276
592.4185705034246: 23548/47276
610.6930895442542: 23548/47276
618.8189672325793: 23548/47276
638.1470304118332: 23548/47276
653.784440875563: 23564/47276
675.110735170657: 23564/47276
690.8754456934831: 23564/47276
700.0173871003819: 23564/47276
713.7812044933391: 23564/47276
728.178119582796: 23566/47276
739.559403830575: 23566/47276
757.7973001052031: 23566/47276
769.4092028652993: 23566/47276
782.9852686919018: 23577/47276
806.255598272179: 23583/47276
824.0391126769246: 23586/47276
837.077861809626: 23587/47276
852.3582146789: 23588/47276
870.3894214591699: 23588/47276
881.7023763325662: 23588/47276
895.4287737658867: 23588/47276
910.0606172234902: 23588/47276
927.5900101689252: 23589/47276
941.0973946154328: 23589/47276
954.636246898717: 23589/47276
972.8565554256672: 23589/47276
986.3590907297106: 23589/47276
1020.0484869452575: 23589/47276
1039.4987973871634: 23609/47276
1060.3798314849416: 23612/47276
1068.2224690891762: 23612/47276
1090.4956294628842: 23617/47276
1107.2339917645684: 23617/47276
1119.7492912055034: 23635/47276
1136.2962166726293: 23637/47276
1150.7638609928756: 23637/47276
1164.2922738089317: 23637/47276
1176.0938012130532: 23637/47276
1190.4245694618648: 23637/47276
1205.6780477446544: 23637/47276
1217.9194330648656: 23637/47276
1229.0933081504568: 23637/47276
1239.7913594704733: 23637/47276
1251.9191126481437: 23637/47276
1267.3536913395496: 23659/47276
1277.0490228264284: 23659/47276
1292.417959814316: 23659/47276
1306.0346397257651: 23663/47276
1322.225521260816: 23663/47276
1331.0910988997819: 23663/47276
1344.3256373449224: 23664/47276
1357.0439818641744: 23664/47276
1370.5189937416783: 23664/47276
1385.784341273678: 23664/47276
1397.128630313893: 23664/47276
1403.4156439433068: 23664/47276
1415.3465817471792: 23664/47276
1437.6408971165795: 23664/47276
1454.3286054989778: 23664/47276
1471.4383042165969: 23664/47276
1488.8871271180478: 23670/47276
1498.5457896342498: 23670/47276
1510.7955541187287: 23670/47276
1524.0569130933889: 23670/47276
1536.949382166516: 23670/47276
1550.6620487508453: 23670/47276
1571.3481849339862: 23671/47276
1587.0002063386908: 23671/47276
1602.4855897079153: 23672/47276
1614.91224491173: 23672/47276
1628.4850502414115: 23672/47276
1648.1998127859947: 23675/47276
1664.592715222637: 23675/47276
1675.7575516248457: 23676/47276
1695.7187928578082: 23678/47276
1710.1978864854875: 23678/47276
1725.9258122657268: 23679/47276
1739.8346048591573: 23679/47276
1753.3252923146313: 23679/47276
1766.8562674927969: 23679/47276
1786.864884174628: 23679/47276
1802.3173868192148: 23679/47276
1815.5468165750108: 23679/47276
1834.104133964833: 23679/47276
1848.8145127734606: 23679/47276
1863.8455253660568: 23679/47276
1881.4804287503791: 23679/47276
1894.1376013365173: 23679/47276
1907.8854424945416: 23679/47276
1924.6585174110594: 23679/47276
1940.3877864005162: 23679/47276
1956.390091855112: 23679/47276
1966.163808934208: 23679/47276
1982.0093826611562: 23679/47276
2001.3494434214967: 23679/47276
2008.9337631181616: 23679/47276
2025.0984060756052: 23679/47276
2038.2749725322872: 23679/47276
2055.3443886413233: 23679/47276
2064.5252830050367: 23679/47276
2080.3036370317614: 23679/47276
2094.4911775268515: 23679/47276
2112.993246524166: 23679/47276
2125.5629845115764: 23679/47276
2149.7970902948546: 23679/47276
2171.316849669131: 23679/47276
2184.946118999466: 23679/47276
2198.0513011843796: 23680/47276
2209.8752106424768: 23680/47276
2227.2590414312126: 23680/47276
2240.5404152070955: 23680/47276
2254.5333193154497: 23680/47276
2262.1527319676584: 23680/47276
2277.235314727462: 23680/47276
2293.876458790897: 23680/47276
2310.869181975488: 23680/47276
2324.3430046401404: 23680/47276
2340.1820289362718: 23680/47276
2351.304385857593: 23680/47276
2367.9655571454923: 23680/47276
2386.8433482051523: 23680/47276
2397.4112197259: 23680/47276
2406.8704894317207: 23680/47276
2421.9048328792346: 23680/47276
2435.643004498304: 23681/47276
2454.6061632637034: 23681/47276
2463.5878986574116: 23681/47276
2478.2125829671354: 23681/47276
2493.478206748372: 23682/47276
2507.867244902855: 23682/47276
2523.5679524813986: 23682/47276
2536.567387819174: 23682/47276
2552.0169302440027: 23682/47276
2569.9255997425535: 23682/47276
2585.629170754674: 23682/47276
2601.093845807248: 23682/47276
2615.372699668779: 23682/47276
2628.9023816429394: 23682/47276
2640.5791339071266: 23682/47276
2652.129774036245: 23682/47276
2668.0089152914065: 23682/47276
2682.3775679828514: 23682/47276
2702.6147593251803: 23682/47276
2718.156311000321: 23682/47276
2732.4367432661206: 23682/47276
2746.0680248066014: 23682/47276
2763.3854826625875: 23682/47276
2777.155362795067: 23682/47276
2791.871821342133: 23682/47276
2804.7993492556147: 23682/47276
2821.8555223266176: 23682/47276
2832.3897413205427: 23682/47276
2840.161953460186: 23682/47276
2860.272670569089: 23683/47276
2873.770864911165: 23683/47276
2885.0762279565224: 23683/47276
2902.9992001877404: 23683/47276
2916.613750703278: 23684/47276
2935.494780863406: 23684/47276
2952.3123687938614: 23684/47276
2964.899245170194: 23684/47276
2977.2272870769266: 23684/47276
2988.1814886608477: 23684/47276
3001.3758423228546: 23684/47276
3015.0796634189956: 23684/47276
3026.080159080345: 23684/47276
3034.6202485209124: 23684/47276
3051.595349055549: 23684/47276
3066.5956989812726: 23684/47276
3081.2003210901453: 23684/47276
3093.69731484932: 23684/47276
3108.160873171926: 23684/47276
3120.484245884196: 23684/47276
3131.0899214966294: 23684/47276
3148.91387580965: 23684/47276
3159.508796370079: 23684/47276
3181.7740068521166: 23684/47276
3195.8012572282164: 23684/47276
3208.281490151142: 23684/47276
3221.504181765072: 23684/47276
3238.8381527057672: 23684/47276
3252.1566112994237: 23684/47276
3268.844335090988: 23684/47276
3279.5886204937397: 23684/47276
3291.7423966348842: 23684/47276
3300.4933294062334: 23684/47276
3320.5439795404286: 23684/47276
3336.8358185680418: 23684/47276
3349.49255531942: 23684/47276
3361.4711483190154: 23684/47276
3374.9322023765794: 23684/47276
3389.3487344213077: 23684/47276
3403.4961415005278: 23684/47276
3415.7171438081423: 23684/47276
3423.6228223217086: 23684/47276
3435.7393166203815: 23686/47276
3452.8569098513813: 23689/47276
3463.857510034943: 23689/47276
3485.301059872133: 23689/47276
3502.0733518233587: 23689/47276
3514.4013344273753: 23689/47276
3529.3069308328736: 23689/47276
3547.949687759703: 23689/47276
3563.5768931319644: 23689/47276
3579.102870528796: 23689/47276
3587.7208821105473: 23689/47276
3596.850081356839: 23689/47276
3613.603076353922: 23689/47276
3630.014623495039: 23689/47276
3646.5145039590107: 23689/47276
3665.701262738701: 23689/47276
3673.9921415285535: 23689/47276
3685.128626532069: 23689/47276
3699.871247599468: 23689/47276
3712.4358748957675: 23689/47276
3719.5474848069707: 23689/47276
3733.7642669318525: 23689/47276
3749.3116728717023: 23689/47276
3759.2506510072853: 23689/47276
3845.287267079883: 23689/47276
3862.080884887118: 23689/47276
3876.5934110768576: 23689/47276
3890.5359081830265: 23689/47276
3903.932577291758: 23689/47276
3916.151333252968: 23689/47276
3932.332942807373: 23689/47276
3949.0958794347684: 23689/47276
3953.892437771943: 23689/47276
3971.693852428373: 23689/47276
3981.9642217708188: 23690/47276
3999.418247451001: 23690/47276
4012.176543350094: 23690/47276
4033.864631269829: 23690/47276
4049.1058865542204: 23690/47276
4065.253767481949: 23690/47276
4076.4830248524463: 23690/47276
4087.511166805018: 23708/47276
4104.924453747936: 23708/47276
4116.314283342238: 23708/47276
4137.969321199841: 23708/47276
4149.76551660001: 23708/47276
4163.213629506497: 23710/47276
4182.396385003068: 23710/47276
4198.789853201664: 23710/47276
4215.456509964548: 23710/47276
4225.679486605114: 23710/47276
4235.445372230514: 23710/47276
4250.6698913234695: 23710/47276
4269.483930300406: 23710/47276
4283.8874278415615: 23710/47276
4298.834739583876: 23710/47276
4314.190263879182: 23710/47276
4326.492084024722: 23710/47276
4341.423871311606: 23710/47276
4353.237959016461: 23710/47276
4361.041030885278: 23710/47276
4374.792648733173: 23710/47276
4388.796258920039: 23710/47276
4405.482889432765: 23710/47276
4421.1432151470635: 23710/47276
4435.239142329451: 23738/47276
4451.879866305165: 23738/47276
4460.996259600768: 23741/47276
4477.945833569528: 23741/47276
4493.728861054716: 23742/47276
4528.661020399303: 23743/47276
4541.430102847385: 23743/47276
4548.821590150092: 23743/47276
4566.98387712179: 23743/47276
4578.425103855378: 23743/47276
4595.138397713087: 23743/47276
4609.709892483943: 23743/47276
4625.639035032698: 23743/47276
4636.8576449820675: 23743/47276
4654.430807157179: 23743/47276
4671.91099365443: 23743/47276
4689.955559594342: 23743/47276
4704.185201192256: 23743/47276
4712.008013737299: 23744/47276
4722.940359475878: 23744/47276
4734.128847387046: 23744/47276
4752.324012245805: 23744/47276
4763.930024509435: 23744/47276
4779.247245902219: 23744/47276
4788.164286874982: 23744/47276
4798.412324765431: 23744/47276
4816.147498696662: 23744/47276
4830.270673317054: 23744/47276
4847.1093518589405: 23744/47276
4853.705490599631: 23744/47276
4885.5457683869245: 23744/47276
4893.914522260702: 23744/47276
4909.4193201478865: 23744/47276
4920.866458582491: 23744/47276
4934.0024421690505: 23744/47276
4942.354224143957: 23744/47276
4957.388775589344: 23744/47276
4966.843674225713: 23744/47276
4983.724493304232: 23744/47276
4998.057307070733: 23744/47276
5012.226148477279: 23744/47276
5028.817877820015: 23744/47276
5043.815882775777: 23744/47276
5064.663720362237: 23744/47276
5080.691382094783: 23744/47276
5093.6597198706195: 23744/47276
5110.126838643051: 23744/47276
5121.334592055008: 23744/47276
5135.639661486383: 23744/47276
5150.554114183695: 23744/47276
5159.810569195895: 23744/47276
5174.798469535331: 23744/47276
5196.18053124753: 23744/47276
5205.6029467746575: 23744/47276
5222.462964581492: 23744/47276
5243.592716994355: 23744/47276
5257.286051752861: 23744/47276
5274.569063155256: 23744/47276
5284.986978450753: 23744/47276
5298.21337490915: 23744/47276
5320.482276561377: 23744/47276
5339.613822019203: 23744/47276
5358.981273552219: 23744/47276
5374.044849167435: 23744/47276
5390.151235214604: 23744/47276
5400.318036277162: 23744/47276
5412.836594674054: 23744/47276
5432.1636654148815: 23744/47276
5445.133887477062: 23744/47276
5453.1939617614535: 23744/47276
5474.905014225821: 23744/47276
5488.996562070845: 23744/47276
5502.8129024429045: 23744/47276
5516.753830139976: 23744/47276
5535.251697723058: 23744/47276
5548.522458954838: 23744/47276
5567.591206612953: 23744/47276
5576.281480313659: 23744/47276
5590.727242467911: 23744/47276
5608.079687599321: 23744/47276
5624.233355714028: 23744/47276
5636.830459231515: 23744/47276
5652.362671828593: 23744/47276
5668.560236718694: 23744/47276
5682.297539103426: 23744/47276
5693.905751336056: 23744/47276
5711.183988704336: 23744/47276
5724.099982913876: 23744/47276
5741.599928687755: 23744/47276
5758.736571994966: 23744/47276
5772.730923232792: 23744/47276
5789.128432753107: 23744/47276
5802.970724439513: 23744/47276
5815.090851309812: 23744/47276
5834.467700309607: 23748/47276
5856.250895909716: 23748/47276
5875.029750416272: 23748/47276
5885.573809284243: 23749/47276
5907.849317238198: 23749/47276
5919.473972699363: 23749/47276
5936.126544219188: 23749/47276
5949.44688665734: 23749/47276
5964.424572920015: 23749/47276
5977.015272862637: 23749/47276
5990.749652022061: 23749/47276
6004.719374507542: 23749/47276
6015.795917499126: 23749/47276
6030.9712155381085: 23749/47276
6047.896020401881: 23749/47276
6064.155601164028: 23749/47276
6081.507102887564: 23752/47276
6101.574861358637: 23752/47276
6113.176800904729: 23753/47276
6127.6669409680435: 23753/47276
6136.156199982054: 23753/47276
6148.867454859493: 23753/47276
6167.910308995971: 23753/47276
6186.678033160433: 23754/47276
6198.989795956365: 23754/47276
6218.435629952555: 23754/47276
6226.962525238072: 23754/47276
6241.4808828854: 23754/47276
6254.10733576353: 23754/47276
6270.515782031284: 23754/47276
6280.33714275442: 23754/47276
6295.719133585843: 23754/47276
6311.892424739977: 23754/47276
6323.857257871746: 23754/47276
6340.648317062217: 23754/47276
6357.104572041703: 23754/47276
6366.78341513945: 23754/47276
6383.6017270345765: 23754/47276
6404.7151303887285: 23754/47276
6422.723659861626: 23754/47276
6438.213516335604: 23754/47276
6448.985319507078: 23754/47276
6463.3474179740415: 23754/47276
6478.202090648443: 23754/47276
6492.061987638801: 23754/47276
6510.744842231645: 23754/47276
6516.692511563265: 23754/47276
6533.958289329381: 23754/47276
6548.770027675055: 23754/47276
6562.540648157477: 23754/47276
6579.243250194507: 23754/47276
6593.669915777001: 23754/47276
6610.319809473191: 23754/47276
6617.194374225207: 23754/47276
6630.1431048946115: 23754/47276
6648.482653002793: 23754/47276
6667.013290471717: 23754/47276
6676.912419339047: 23754/47276
6700.703163227418: 23754/47276
6714.46628035352: 23754/47276
6733.580494443388: 23754/47276
6744.978420347734: 23754/47276
6772.212817575238: 23759/47276
6785.606438666044: 23761/47276
6800.857112362445: 23761/47276
6816.741961221609: 23763/47276
6832.53055852489: 23763/47276
6848.7359428587915: 23763/47276
6865.752551639917: 23763/47276
6878.954876033079: 23763/47276
6896.774183287139: 23763/47276
6905.998306622263: 23763/47276
6925.153710191147: 23763/47276
6939.645193151515: 23763/47276
6958.015768429835: 23763/47276
6976.564313033695: 23763/47276
6991.546250035674: 23763/47276
7007.043220477886: 23763/47276
7019.2175077847605: 23763/47276
7036.286627437226: 23763/47276
7051.118443716585: 23763/47276
7061.376768582657: 23763/47276
7081.533447158245: 23763/47276
7092.752477362213: 23763/47276
7112.484817841813: 23763/47276
7132.90319947169: 23763/47276
7143.72514564353: 23763/47276
7164.241498092958: 23763/47276
7178.660208573025: 23763/47276
7187.140922741384: 23763/47276
7199.749473493923: 23763/47276
7217.479255512847: 23763/47276
7232.582312851871: 23763/47276
7246.47343149331: 23763/47276
7259.158733386233: 23767/47276
7274.208666294544: 23767/47276
7288.049704975127: 23767/47276
7311.112963201758: 23767/47276
7326.555879841867: 23768/47276
7336.473066722601: 23768/47276
7354.57292833105: 23768/47276
7369.869675136446: 23769/47276
7382.970285762764: 23769/47276
7393.58974157706: 23769/47276
7408.97536402342: 23769/47276
7423.49099156648: 23769/47276
7438.917931723532: 23769/47276
7449.566671120518: 23769/47276
7463.128687411786: 23769/47276
7481.382548952754: 23769/47276
7489.527365358948: 23769/47276
7502.301609936681: 23769/47276
7511.657920577928: 23769/47276
