8.959390695813727: 7962/47276
21.796468628013645: 18741/47276
33.02711551166482: 19333/47276
45.75267615051177: 21004/47276
55.2438654677405: 21124/47276
69.69334513508697: 21570/47276
82.25490674601588: 21658/47276
96.0849298624868: 21895/47276
106.41495746918301: 21950/47276
120.83409117027362: 22149/47276
133.0530029140885: 22314/47276
142.48354151516867: 22326/47276
154.42367609880827: 22365/47276
172.36637082656597: 22442/47276
184.90740231189565: 22543/47276
193.69571252358395: 22543/47276
202.6868231215031: 22543/47276
214.66016294838576: 22557/47276
229.06706774036286: 22563/47276
243.99909769961337: 22744/47276
257.6660367079765: 22747/47276
268.27431549710275: 22751/47276
280.53304051957764: 22771/47276
293.33711449200064: 22811/47276
309.086959596488: 22981/47276
321.01320928393113: 22981/47276
333.2322428957247: 22983/47276
345.045623696642: 23004/47276
357.63222184427326: 23005/47276
369.3026600264969: 23009/47276
381.09572063672573: 23022/47276
394.6035808405926: 23168/47276
410.27427440255366: 23190/47276
421.9692772254582: 23190/47276
439.736315078314: 23232/47276
453.5481811065402: 23262/47276
465.0140259902589: 23262/47276
474.79526722841507: 23262/47276
485.0383084343545: 23287/47276
496.01850543567633: 23288/47276
508.0239204445127: 23290/47276
519.7288690696821: 23290/47276
533.6899438165207: 23290/47276
546.6755413409238: 23290/47276
557.2659198364905: 23334/47276
568.3180037605936: 23334/47276
578.7087798357603: 23334/47276
590.0426790662178: 23334/47276
604.1262646520053: 23334/47276
614.1586873870161: 23334/47276
626.0588563029632: 23373/47276
638.1420019606078: 23373/47276
650.1275368985898: 23373/47276
668.6511563620695: 23387/47276
678.2946477972499: 23402/47276
690.426190447994: 23402/47276
703.0797195553296: 23402/47276
714.8271985423788: 23403/47276
727.7775623212731: 23456/47276
736.6060294451073: 23464/47276
747.5693823827953: 23465/47276
757.5855904350167: 23465/47276
771.771264036106: 23465/47276
783.3949706188397: 23465/47276
795.3621328332047: 23465/47276
807.0523733622582: 23465/47276
819.8490869616124: 23465/47276
831.6972817806137: 23465/47276
845.904717735532: 23465/47276
859.4248055249273: 23466/47276
871.4772206302015: 23466/47276
883.2396443131304: 23466/47276
894.9429237333566: 23466/47276
916.6824380619439: 23466/47276
927.8661859554336: 23466/47276
938.898137634439: 23466/47276
952.1834131745653: 23466/47276
964.5342949083483: 23466/47276
976.3195070055834: 23466/47276
987.0761876066708: 23466/47276
997.0060826216633: 23466/47276
1010.2252708798027: 23466/47276
1021.8977093892078: 23466/47276
1031.809010093831: 23466/47276
1058.7048726064277: 23519/47276
1071.6782785594314: 23521/47276
1087.426144798927: 23521/47276
1098.016999470835: 23521/47276
1110.1010483787757: 23521/47276
1123.2505220527935: 23521/47276
1133.4353397891846: 23521/47276
1143.6906489447908: 23521/47276
1155.7981217541653: 23521/47276
1165.800120098247: 23521/47276
1179.6568308484004: 23526/47276
1191.4324488788245: 23526/47276
1203.9746060503967: 23526/47276
1215.7617236212507: 23526/47276
1230.7175833803078: 23527/47276
1242.5579938738401: 23527/47276
1252.8837372136848: 23527/47276
1263.9307826512618: 23527/47276
1277.2714406091259: 23527/47276
1289.1990882524087: 23529/47276
1302.0952715820645: 23529/47276
1313.8484749312956: 23529/47276
1327.897539939372: 23529/47276
1340.7528808587347: 23529/47276
1353.5162802498737: 23529/47276
1366.1516407803854: 23529/47276
1379.2723726178249: 23535/47276
1389.8662777320571: 23535/47276
1400.036608223515: 23535/47276
1412.3281934198876: 23535/47276
1424.2768324828432: 23537/47276
1436.6235832640084: 23537/47276
1447.1667232279576: 23537/47276
1460.7555827614765: 23537/47276
1473.5889736960328: 23537/47276
1488.0301018086911: 23539/47276
1500.4900913661727: 23539/47276
1510.0591765937627: 23539/47276
1522.1684176058889: 23539/47276
1534.8790132930271: 23542/47276
1547.0590616566542: 23542/47276
1557.4920390491359: 23542/47276
1571.5386270812435: 23565/47276
1583.0428844662736: 23565/47276
1595.6104264180467: 23565/47276
1606.848195374996: 23565/47276
1620.3500266573717: 23566/47276
1630.7517991865907: 23566/47276
1640.6783879485804: 23566/47276
1654.4014867646486: 23571/47276
1666.5933718393637: 23571/47276
1676.9666510371405: 23571/47276
1689.461209238286: 23571/47276
1701.388160861063: 23571/47276
1714.8320281269635: 23572/47276
1727.1981168247376: 23572/47276
1739.5573386955373: 23572/47276
1752.3907008028918: 23572/47276
1763.3999378419683: 23572/47276
1774.6184634959116: 23572/47276
1788.605500376167: 23572/47276
1800.6542099630651: 23572/47276
1810.7448368210999: 23572/47276
1822.7563402686865: 23572/47276
1836.9981163271657: 23572/47276
