17.4148943925072: 19966/47276
51.006299766967764: 20373/47276
79.94132331475637: 23440/47276
99.76323319449742: 23453/47276
129.844349524604: 23552/47276
155.00031282642738: 23602/47276
170.01885566043453: 23602/47276
196.22434243126702: 23602/47276
217.7013170571058: 23603/47276
233.68552470690508: 23603/47276
243.27484557001668: 23603/47276
268.7031034919684: 23603/47276
292.61250269910045: 23603/47276
298.8164609324028: 23603/47276
323.07220589108545: 23604/47276
331.60327472386575: 23604/47276
358.5821970870093: 23604/47276
377.91942189624183: 23604/47276
388.24552806076707: 23604/47276
410.5568685248122: 23605/47276
428.8325600976677: 23605/47276
459.9876866371999: 23605/47276
476.7017559870486: 23605/47276
489.9277293696815: 23605/47276
503.3879254559852: 23605/47276
525.8308380424323: 23606/47276
550.6949903548299: 23606/47276
572.102364696518: 23606/47276
605.1685953470678: 23606/47276
635.1733118096228: 23607/47276
657.8058899193585: 23607/47276
682.2137023283939: 23607/47276
714.347480463028: 23608/47276
722.3039852436483: 23608/47276
743.5111578557804: 23608/47276
749.8840068050488: 23608/47276
781.6160862561908: 23608/47276
800.607381594452: 23608/47276
812.2429132904236: 23608/47276
821.7196235428252: 23609/47276
849.4357062862446: 23609/47276
862.2201266023044: 23609/47276
893.8372535690372: 23609/47276
902.0842404279133: 23609/47276
907.2921363480036: 23609/47276
930.1601532916028: 23610/47276
959.3533752200566: 23610/47276
977.5781753737: 23610/47276
996.0477164734937: 23610/47276
1019.6999445381313: 23610/47276
1045.488217241782: 23611/47276
1069.3419464900226: 23611/47276
1081.4140235613256: 23611/47276
1107.6193081540146: 23611/47276
1115.884061911002: 23611/47276
1135.75023628974: 23612/47276
1154.1136809110549: 23612/47276
1170.9260685355844: 23612/47276
1178.2386960521633: 23612/47276
1191.092517371741: 23612/47276
1210.4668501530891: 23612/47276
1215.6539178480616: 23612/47276
1226.9337858230588: 23612/47276
1242.8273193912892: 23613/47276
1274.723557016151: 23613/47276
1290.6816393886384: 23613/47276
1303.9767002281706: 23613/47276
1323.7458665607885: 23613/47276
1348.319856301584: 23614/47276
1363.2742997961648: 23614/47276
1371.0597758562496: 23614/47276
1386.167610468478: 23614/47276
1411.7267751818647: 23614/47276
1443.30346611901: 23615/47276
1469.787234510521: 23615/47276
1478.3822923847: 23615/47276
1512.3458752525598: 23615/47276
1525.9416841180523: 23615/47276
1544.8111958319914: 23616/47276
1563.5154828174907: 23616/47276
1586.8804638453373: 23616/47276
1600.5128888196161: 23616/47276
1605.3252627135744: 23616/47276
1617.2074744615272: 23616/47276
1632.0820565915876: 23616/47276
1656.7513750278945: 23617/47276
1662.3539626592278: 23617/47276
1675.86698286024: 23617/47276
1685.1341502804626: 23617/47276
1692.0643230943883: 23617/47276
1706.9635741217573: 23617/47276
1716.2730416919799: 23617/47276
1734.8632454881501: 23617/47276
1760.8867167978883: 23618/47276
1780.1683281559644: 23618/47276
1796.9417803554966: 23618/47276
1813.7747425336902: 23618/47276
1833.3217496670986: 23618/47276
1844.39162267598: 23618/47276
1853.9535407349106: 23618/47276
1870.4434339270738: 23619/47276
1887.161585307528: 23619/47276
1919.996969456421: 23619/47276
1945.1814051280023: 23619/47276
1961.3788753229019: 23619/47276
1980.2720385564182: 23620/47276
2004.3566128268715: 23620/47276
2034.1477784394926: 23620/47276
2056.4615289674525: 23620/47276
2069.7081704735156: 23621/47276
2089.3457442431113: 23621/47276
2101.9493797603045: 23621/47276
2112.3206705510083: 23621/47276
2116.3579265967237: 23621/47276
2144.5798289145764: 23621/47276
2167.0204727582736: 23621/47276
2185.804376315197: 23622/47276
2213.082648336136: 23622/47276
2228.0465166039276: 23622/47276
2261.517344004367: 23622/47276
2277.1319388520183: 23622/47276
2303.6421869858245: 23623/47276
2326.870642882373: 23623/47276
2356.926841841577: 23623/47276
2361.0536517920495: 23623/47276
2393.3503057766684: 23624/47276
2408.019071161225: 23624/47276
2412.421940403111: 23624/47276
2439.5969475739826: 23624/47276
2459.284413662635: 23624/47276
2463.5232424275086: 23624/47276
2483.454473257212: 23624/47276
2507.3384349972403: 23625/47276
2528.815023605233: 23625/47276
2543.1418969705737: 23625/47276
2560.6025799642193: 23625/47276
2573.3729051330442: 23625/47276
2597.5624531298495: 23625/47276
2614.2301133820006: 23626/47276
2637.611701953497: 23626/47276
2647.511703130556: 23626/47276
2663.0902846145427: 23626/47276
2686.6428324636295: 23626/47276
2694.18264188975: 23626/47276
2717.282814583348: 23627/47276
2740.991513446754: 23627/47276
2759.306659208223: 23627/47276
2781.8508541579927: 23627/47276
2810.9689361240194: 23627/47276
2822.62182994044: 23628/47276
2840.717850526816: 23628/47276
2850.4851704291746: 23628/47276
2875.1561219093965: 23628/47276
2901.9930420847877: 23628/47276
2910.736911187998: 23628/47276
2922.5700219658834: 23629/47276
2943.061913100557: 23629/47276
2966.623239148403: 23629/47276
2970.7803155869083: 23629/47276
2993.9243897415868: 23629/47276
3007.8348950323975: 23629/47276
3037.7357813143703: 23630/47276
3066.950084670748: 23630/47276
3082.8135996562933: 23630/47276
3116.5327778277297: 23630/47276
3126.088104746746: 23630/47276
3152.1175022768207: 23631/47276
3163.9758259256864: 23631/47276
3197.6728190168897: 23631/47276
3204.2411614263365: 23631/47276
3230.452550789169: 23631/47276
3258.612393198329: 23632/47276
3286.9178382383557: 23632/47276
3294.7508892619467: 23632/47276
3299.4347790808374: 23632/47276
3324.8530670016407: 23632/47276
3353.5764326964277: 23633/47276
3358.9381809737297: 23633/47276
3378.3367611329404: 23633/47276
3391.8101329045985: 23633/47276
3418.2145507359246: 23633/47276
3441.378055824661: 23633/47276
3459.475253098755: 23634/47276
3476.497463102175: 23634/47276
3500.2625499949704: 23634/47276
3522.5636198342695: 23634/47276
3531.700377429424: 23634/47276
3561.1744613142023: 23634/47276
3576.2205343191276: 23635/47276
3600.1774734566225: 23635/47276
3607.5422070812533: 23635/47276
3632.4657747071287: 23635/47276
3658.5009051376965: 23635/47276
3682.5388488940253: 23636/47276
3692.1877819668052: 23636/47276
3718.9375273592914: 23636/47276
3731.6902535406484: 23636/47276
3754.2964455094884: 23636/47276
3764.92291957786: 23636/47276
3789.582703644208: 23637/47276
3817.5965716104574: 23637/47276
3839.8302227291683: 23637/47276
3852.187499987456: 23637/47276
3864.8776688227563: 23637/47276
3885.5638084577504: 23637/47276
3902.7042110675375: 23638/47276
3933.420380629808: 23638/47276
3949.887465005798: 23638/47276
3980.923970124855: 23638/47276
3998.4792564593313: 23638/47276
4014.7577515344738: 23639/47276
4030.141182764456: 23639/47276
4051.855647816331: 23639/47276
4070.932004621129: 23639/47276
4101.71329003774: 23639/47276
4125.188422033463: 23640/47276
4141.9256568794735: 23640/47276
4150.914482475839: 23640/47276
4184.397678212919: 23640/47276
4218.101466243733: 23640/47276
4224.708507921592: 23641/47276
4245.91767884835: 23641/47276
4256.543894626465: 23641/47276
4285.746724917771: 23641/47276
4311.981217620128: 23641/47276
4338.749320051437: 23642/47276
4358.756708449137: 23642/47276
4376.555225630335: 23642/47276
4395.066178687623: 23642/47276
4424.869037436763: 23642/47276
4444.756562657253: 23643/47276
4475.92065722462: 23643/47276
4484.973800083358: 23643/47276
4493.974510593426: 23643/47276
4498.964692910565: 23643/47276
4514.627243016091: 23643/47276
4539.67683856879: 23643/47276
4570.745675622279: 23644/47276
4603.041404790193: 23644/47276
4608.504352167936: 23644/47276
4615.942839511959: 23644/47276
