7.343807845485717: 9817/47276
29.324813588426206: 19420/47276
47.373143467333335: 20254/47276
63.115096608339016: 21089/47276
74.97444494031689: 21255/47276
84.56480171465196: 21355/47276
102.64969105056582: 21753/47276
115.29523495542526: 22025/47276
133.74092984447483: 22426/47276
153.49387007869262: 22620/47276
170.12669773395723: 22734/47276
199.94131446283845: 22839/47276
210.07862198947623: 22850/47276
229.7649553998877: 22991/47276
245.84060046887643: 22995/47276
266.39728515445114: 23018/47276
279.48242304539355: 23018/47276
295.62140822944957: 23025/47276
317.9935059339817: 23028/47276
332.95751169063067: 23074/47276
358.05050786031114: 23074/47276
366.52446641901616: 23078/47276
392.1379846860853: 23138/47276
408.66689931322014: 23138/47276
430.42855794554436: 23167/47276
453.71405547701534: 23214/47276
463.96057008556335: 23215/47276
487.00194695829646: 23305/47276
508.33801686275757: 23311/47276
511.9235272999196: 23313/47276
532.8768794110222: 23316/47276
551.1675973149172: 23316/47276
563.9785414702229: 23394/47276
581.8439095405137: 23452/47276
597.0030800923355: 23452/47276
626.4548559529172: 23452/47276
637.377031940283: 23461/47276
658.8973043184963: 23467/47276
673.1723672206779: 23469/47276
696.0700404230449: 23492/47276
709.1938879208526: 23495/47276
737.9668138230908: 23496/47276
765.5071860387511: 23522/47276
782.2501567793499: 23522/47276
792.695428845889: 23522/47276
804.1017638534224: 23522/47276
824.3369958105485: 23522/47276
836.4496192497796: 23522/47276
859.9090705823118: 23522/47276
871.0330922363578: 23525/47276
886.5570154043131: 23525/47276
897.4046806686388: 23529/47276
920.3212283766273: 23530/47276
930.8520356977112: 23534/47276
955.0748767924247: 23534/47276
973.5022152485441: 23534/47276
984.5116367580569: 23534/47276
1007.2730678416925: 23534/47276
1023.6782782070504: 23536/47276
1031.3495729484944: 23536/47276
1052.5251717348485: 23536/47276
1071.341642009365: 23572/47276
1086.1313739261968: 23572/47276
1110.330595239667: 23572/47276
1122.9780741681107: 23572/47276
1136.0278624924733: 23572/47276
1163.4544822615205: 23574/47276
1174.6068500263887: 23574/47276
1193.0500493286283: 23574/47276
1204.6864001452552: 23579/47276
1227.3024531114072: 23584/47276
1245.7320180129634: 23584/47276
1259.6419423678515: 23585/47276
1287.5880865993636: 23585/47276
1298.662259469723: 23586/47276
1324.3080858267645: 23586/47276
1334.6770795445955: 23630/47276
1345.7637078983464: 23630/47276
1363.709283146304: 23630/47276
1379.5754962142948: 23630/47276
1395.0168393768683: 23630/47276
1411.1778461384617: 23630/47276
1429.0598548015614: 23630/47276
1460.0401184248626: 23630/47276
1471.434270637191: 23630/47276
1489.3616956285834: 23630/47276
1510.8097462311916: 23630/47276
1521.6937363318825: 23630/47276
1539.4363911189635: 23630/47276
1565.06338496102: 23630/47276
1582.1332760666796: 23634/47276
1597.1935170868971: 23638/47276
1607.1819398028138: 23638/47276
1628.8196811970836: 23640/47276
1651.1971691759238: 23640/47276
1673.0027913087372: 23640/47276
1687.4787678674886: 23645/47276
1702.035400864947: 23645/47276
1723.4446981247431: 23645/47276
1744.6437079895666: 23645/47276
1764.532226494091: 23645/47276
1775.7767584930418: 23645/47276
1783.7205323979726: 23645/47276
1809.8598263573547: 23645/47276
1829.1536522848105: 23645/47276
1846.5270554842841: 23645/47276
1860.006400383815: 23645/47276
1871.94708685376: 23645/47276
1887.3530154547468: 23645/47276
1904.611205532402: 23645/47276
1923.8792539735505: 23645/47276
1933.5555100713555: 23645/47276
1965.6943347875665: 23645/47276
1985.3633597410756: 23645/47276
2005.7262775560498: 23645/47276
2013.0866316980434: 23645/47276
2041.0509526113217: 23645/47276
2073.708637320592: 23645/47276
2087.233392348692: 23646/47276
2102.4862750858238: 23646/47276
2123.0771215489112: 23646/47276
2142.2113854295785: 23649/47276
2149.0319214044666: 23649/47276
2165.40710704818: 23649/47276
2186.08531189061: 23649/47276
2200.8449607640555: 23649/47276
2209.012650843504: 23649/47276
2228.1594254315896: 23649/47276
2263.9644002184427: 23649/47276
2275.7217515791504: 23649/47276
2289.897846092342: 23649/47276
2298.6673482977712: 23649/47276
2312.6080484713834: 23649/47276
2335.234099661208: 23653/47276
2358.7979754961884: 23656/47276
2376.9812017227837: 23656/47276
2390.37734540132: 23656/47276
2399.0471057865175: 23656/47276
2418.6200007547473: 23656/47276
2443.3910789006504: 23665/47276
2463.9583648413177: 23665/47276
2487.866944489547: 23665/47276
2503.3445682425045: 23665/47276
2515.094439809458: 23665/47276
2531.455366864689: 23665/47276
2539.5139558438705: 23665/47276
2563.183901968699: 23665/47276
2573.099699293245: 23665/47276
2603.209766380172: 23665/47276
2613.48606946047: 23665/47276
2623.73373792494: 23665/47276
2639.9245460991183: 23670/47276
2663.2570897655205: 23670/47276
2682.9662970036848: 23670/47276
2693.0914634037363: 23670/47276
2710.9307786677577: 23670/47276
2718.703948066172: 23670/47276
2743.014167064014: 23670/47276
2761.0007086085316: 23671/47276
2769.653691730996: 23671/47276
2789.192166790461: 23671/47276
2804.4382917546436: 23672/47276
2829.2509492867325: 23672/47276
2847.0263647753955: 23672/47276
2865.69268917174: 23672/47276
2884.046531344391: 23673/47276
2894.234053376413: 23673/47276
2918.0388524009263: 23673/47276
2932.8857207176893: 23673/47276
2947.5364880639204: 23673/47276
2967.6573341200706: 23673/47276
2983.4337990649824: 23673/47276
2998.6188048615068: 23673/47276
3023.541300424019: 23673/47276
3039.5256586249907: 23673/47276
3067.766178420752: 23673/47276
3085.9783008963873: 23673/47276
3099.2618419326027: 23673/47276
3118.3632365174085: 23674/47276
3126.1725711251765: 23674/47276
3154.23429463573: 23674/47276
3171.280133127294: 23674/47276
3179.5915401168963: 23674/47276
3195.803105322744: 23674/47276
3215.2631108532146: 23674/47276
3229.341346507804: 23674/47276
3232.146638485575: 23674/47276
3260.3467072852823: 23674/47276
3277.1529246750624: 23674/47276
3289.5811175289214: 23674/47276
3294.1079402686596: 23674/47276
3308.7052486871185: 23674/47276
3328.8768181521855: 23674/47276
3347.1213467619555: 23674/47276
3359.9225188598216: 23674/47276
3371.7741464471546: 23674/47276
3388.3504629827526: 23674/47276
3407.141678440854: 23674/47276
3416.7594118396573: 23674/47276
3439.883375872292: 23674/47276
3462.4888759815517: 23674/47276
3469.5751145829086: 23674/47276
3481.2911821234106: 23674/47276
3497.522519137599: 23674/47276
3513.332476693077: 23674/47276
3529.7925917701164: 23675/47276
3545.5014487861376: 23675/47276
3558.1636409414486: 23675/47276
3579.289891251508: 23675/47276
3592.63930530214: 23675/47276
3607.6022235387554: 23675/47276
3629.5220415700096: 23675/47276
3634.2821039137116: 23675/47276
3651.349065626201: 23675/47276
3661.6813504502543: 23675/47276
3680.097595490036: 23675/47276
3700.341774861983: 23675/47276
3715.7946598636945: 23675/47276
3724.629269482879: 23675/47276
3745.7269152316117: 23675/47276
3754.94584637049: 23675/47276
3774.9811073060773: 23675/47276
3789.3690592237645: 23675/47276
3805.8991261367705: 23675/47276
3827.4026784599464: 23675/47276
3843.2565051118227: 23675/47276
3857.637015085193: 23675/47276
3873.2199539127737: 23676/47276
3875.722648601416: 23676/47276
3904.066968978981: 23676/47276
3920.5862743533303: 23676/47276
3934.0714545075534: 23676/47276
3941.328152390764: 23676/47276
3962.781591960885: 23676/47276
3977.0028385168334: 23676/47276
3998.520212861665: 23677/47276
4007.512446477544: 23677/47276
4032.9106552878447: 23677/47276
4050.7196193096916: 23677/47276
4067.037963860256: 23677/47276
4093.400255203518: 23678/47276
4115.329234998728: 23678/47276
4137.721573488442: 23678/47276
4152.712607991958: 23678/47276
4164.375614718293: 23679/47276
4181.39032748465: 23680/47276
4203.460356978839: 23680/47276
4213.790956174408: 23680/47276
4231.628147108931: 23680/47276
4248.025872575664: 23680/47276
4272.27546107606: 23680/47276
4279.355998937368: 23680/47276
4298.453575404211: 23680/47276
4325.628865636572: 23681/47276
4343.696674385089: 23681/47276
4357.423713028438: 23681/47276
4360.885777350856: 23681/47276
4370.707553408464: 23681/47276
4381.494528884959: 23681/47276
4402.9850411762345: 23681/47276
4416.944622569848: 23681/47276
4455.255934734745: 23690/47276
4465.8281583808: 23691/47276
4492.444215267376: 23691/47276
4509.089952633661: 23695/47276
4526.349337655043: 23695/47276
4543.060996833366: 23695/47276
4555.62194473073: 23695/47276
4578.010492312133: 23695/47276
4602.541694227933: 23695/47276
4618.441516777798: 23708/47276
4646.447644578714: 23708/47276
4660.743800728519: 23708/47276
4675.419577896812: 23708/47276
4692.587008897521: 23710/47276
4704.881569568571: 23710/47276
4723.641690676831: 23710/47276
4741.6706693606975: 23710/47276
4749.10908371068: 23710/47276
4770.649085936328: 23756/47276
4782.456051243606: 23757/47276
4796.979518959212: 23757/47276
4821.293761029954: 23760/47276
4836.161310271589: 23769/47276
4854.595029747274: 23769/47276
4865.581781079865: 23769/47276
4887.795940042367: 23769/47276
4907.427566477628: 23769/47276
4920.102402673854: 23769/47276
4954.402067751251: 23769/47276
4966.561367222298: 23769/47276
4984.213499182996: 23769/47276
5001.718006900525: 23769/47276
5024.890950827686: 23769/47276
5066.9429642851965: 23769/47276
5089.474009132006: 23769/47276
5091.286467568708: 23769/47276
5122.92404758439: 23769/47276
5137.4831755616415: 23769/47276
5151.940866833032: 23769/47276
5162.8198093693: 23769/47276
5176.814901472823: 23769/47276
5192.401137389693: 23769/47276
5211.211015808605: 23769/47276
5228.067742325301: 23769/47276
5246.13279350372: 23769/47276
5262.299331284943: 23769/47276
5275.475682627452: 23769/47276
5287.537893430078: 23769/47276
5318.41739422025: 23769/47276
5331.466024836812: 23769/47276
5351.507191769778: 23769/47276
5367.548295317549: 23769/47276
5379.322404885132: 23769/47276
5398.022025191247: 23769/47276
5413.77017494444: 23769/47276
5433.847498348012: 23769/47276
5454.520731647262: 23769/47276
5472.11544045768: 23769/47276
5491.115899767701: 23769/47276
5501.116736478214: 23770/47276
5514.466916728751: 23770/47276
5534.006065465713: 23770/47276
5549.08142907001: 23770/47276
5572.992081764806: 23770/47276
5586.807715670813: 23770/47276
5605.689000208527: 23770/47276
5622.327966547088: 23770/47276
5641.049577950158: 23770/47276
5659.934982716811: 23770/47276
5675.436929448149: 23770/47276
5692.22523619019: 23770/47276
5715.434472630366: 23770/47276
5734.382150585776: 23770/47276
5743.42196684626: 23770/47276
5766.846091526374: 23770/47276
5788.184659059236: 23770/47276
5804.834929674005: 23770/47276
5810.245249241017: 23770/47276
5831.989669432411: 23770/47276
5859.868190165283: 23770/47276
5862.6751872374: 23770/47276
5879.988126186836: 23771/47276
5899.7628768144905: 23772/47276
5913.701622157314: 23772/47276
5930.014195443128: 23772/47276
5955.164493727209: 23772/47276
5974.380764566766: 23772/47276
5985.283752274278: 23772/47276
6005.140273873844: 23772/47276
6017.88489473379: 23772/47276
6029.123172659945: 23773/47276
6054.303898796716: 23773/47276
6067.867757933733: 23773/47276
6084.652681563257: 23773/47276
6105.485350173737: 23773/47276
6107.929390761288: 23773/47276
6126.281345759967: 23773/47276
6146.170487189272: 23773/47276
6170.508012660549: 23773/47276
6182.123095037582: 23773/47276
6199.936608923236: 23773/47276
6218.563752136031: 23773/47276
6238.2625920767605: 23773/47276
6245.6710346243035: 23773/47276
6268.369591233604: 23773/47276
6289.090311959627: 23773/47276
6306.385120535731: 23773/47276
6316.680967157529: 23773/47276
6330.9683610233415: 23773/47276
6341.240969861614: 23773/47276
6356.147425021009: 23773/47276
6372.213487484915: 23773/47276
6381.982371629433: 23773/47276
6409.770802798569: 23773/47276
6423.289051414005: 23773/47276
6441.819412840047: 23773/47276
6453.371069889589: 23773/47276
6465.614169235764: 23773/47276
6480.794547744406: 23773/47276
6505.366232831246: 23773/47276
6516.492063338931: 23773/47276
6530.417820763304: 23773/47276
6535.384986042259: 23773/47276
6555.240927215038: 23773/47276
6576.113627694049: 23773/47276
6579.414517484079: 23773/47276
6598.68817914221: 23773/47276
6612.723727956184: 23773/47276
6623.28720689818: 23773/47276
6644.782709024365: 23773/47276
6664.335766087887: 23773/47276
6685.605352468478: 23773/47276
6708.070123335689: 23773/47276
6718.273272308785: 23773/47276
6738.030278946755: 23773/47276
6755.178519512006: 23773/47276
6781.85755233517: 23773/47276
6804.417911665948: 23773/47276
6821.75577281118: 23773/47276
6835.599661436944: 23773/47276
6853.178353259435: 23773/47276
6867.212926921637: 23773/47276
6884.649078178785: 23773/47276
6897.182494807665: 23773/47276
6920.874497258496: 23773/47276
6943.32308033292: 23773/47276
6954.290684390536: 23773/47276
6971.170440421481: 23773/47276
6980.783301738861: 23773/47276
6996.432678839684: 23773/47276
7012.323796306228: 23773/47276
7030.25260589271: 23773/47276
7050.054751521269: 23773/47276
7071.791491770254: 23779/47276
7083.578791702476: 23779/47276
7094.122383980127: 23779/47276
7112.325160625173: 23779/47276
7132.628136731588: 23780/47276
7144.906018262827: 23780/47276
7159.915989065181: 23780/47276
7170.764914374437: 23780/47276
7183.745292091563: 23780/47276
7192.705590039729: 23780/47276
7210.540613711577: 23780/47276
7226.723535810767: 23780/47276
7242.563186298101: 23780/47276
7262.597139829142: 23780/47276
7276.4819986312605: 23780/47276
7298.142878376985: 23780/47276
7306.780862625142: 23780/47276
7324.268824353379: 23780/47276
7342.901292323467: 23780/47276
7357.021652441125: 23780/47276
7369.986629689912: 23780/47276
7389.172002798053: 23780/47276
7409.514423255134: 23780/47276
7422.600691263379: 23780/47276
7439.15734286767: 23780/47276
7456.163314412022: 23780/47276
7470.945635756697: 23780/47276
7489.381416824199: 23780/47276
7502.088743602059: 23780/47276
7517.373723766817: 23780/47276
7540.980515708839: 23780/47276
7543.781309186646: 23798/47276
7571.387462503008: 23798/47276
7585.743168585547: 23798/47276
7595.1785219236135: 23798/47276
7615.100079377235: 23798/47276
7640.740422323008: 23798/47276
7651.743459236469: 23798/47276
7668.362001492729: 23798/47276
7692.318249730781: 23798/47276
7701.408338954069: 23798/47276
7722.81409155051: 23798/47276
7731.524718561569: 23798/47276
7754.015873044693: 23798/47276
7767.691866086924: 23798/47276
7785.471620518817: 23799/47276
7801.935633993554: 23799/47276
7817.503734074781: 23799/47276
7832.735030832038: 23799/47276
7848.781347168974: 23799/47276
7863.941721928425: 23799/47276
7886.60493544452: 23799/47276
7895.002870009409: 23799/47276
7916.5406391581755: 23799/47276
7937.609333342991: 23799/47276
7955.437542365644: 23799/47276
7981.903901356025: 23799/47276
7996.600356047179: 23799/47276
8013.645912735473: 23799/47276
8024.688006153865: 23799/47276
8039.452184923973: 23799/47276
8062.064236745648: 23799/47276
8076.509950405827: 23799/47276
8092.795098806059: 23799/47276
8117.5485676712215: 23799/47276
8132.755949100529: 23799/47276
8148.247229669487: 23799/47276
8158.954708654537: 23799/47276
8171.741025002966: 23799/47276
8186.10610457104: 23799/47276
8207.042377753378: 23799/47276
8222.360610868403: 23799/47276
8244.68372850324: 23799/47276
8255.533152041698: 23799/47276
8269.31695677467: 23799/47276
8287.88819041586: 23799/47276
8298.394073267591: 23799/47276
8318.53533913293: 23799/47276
8334.504044528632: 23799/47276
8340.031668079384: 23799/47276
8359.215179049705: 23799/47276
