58.928684455520774: 6561/19268
107.99377448506681: 6699/19268
172.07119368867544: 6708/19268
222.75952628124068: 6739/19268
282.330958311775: 6761/19268
352.35467527288137: 6763/19268
437.574587942998: 6763/19268
506.1851199800868: 6763/19268
566.4388195719575: 6764/19268
637.1529109193626: 6764/19268
685.6647381164727: 6764/19268
764.6707658278555: 6764/19268
828.0187276698305: 6764/19268
893.8587838267422: 6766/19268
972.6214825834269: 6766/19268
1008.1930796272184: 6767/19268
1079.1440024709584: 6767/19268
1155.5430542796796: 6768/19268
1200.0986443037568: 6768/19268
1289.159875107818: 6768/19268
1347.841911057824: 6768/19268
1392.2736904332708: 6768/19268
1471.5536083310133: 6768/19268
1506.7547954084673: 6768/19268
1563.9212538417441: 6773/19268
1622.5395485565355: 6773/19268
1694.1977117917168: 6773/19268
1753.3024280396644: 6773/19268
1818.493530444752: 6773/19268
1875.7104179738874: 6773/19268
1949.6158070094243: 6773/19268
2018.280225251851: 6773/19268
2079.5303069070874: 6773/19268
2156.988570671442: 6773/19268
2230.239122337247: 6773/19268
2289.407351796953: 6773/19268
2374.123638684339: 6773/19268
2428.1672215685053: 6773/19268
2505.897665520974: 6774/19268
2563.1017399533175: 6774/19268
2619.463105313315: 6774/19268
2668.5576921647844: 6776/19268
2752.9154436771137: 6776/19268
2801.2939596804245: 6779/19268
2866.9287307948957: 6779/19268
2932.321250656625: 6779/19268
2977.1196330331945: 6779/19268
3056.3173692039995: 6780/19268
3106.3148524238545: 6780/19268
3172.63330476089: 6780/19268
3235.070734244691: 6780/19268
3292.0254452483296: 6780/19268
3344.810488112725: 6785/19268
3402.9126536422154: 6785/19268
3453.0676009880094: 6785/19268
3509.0959047750853: 6785/19268
3581.1358102749327: 6785/19268
3666.6954929281733: 6785/19268
3739.686255425505: 6785/19268
3788.4191016221484: 6785/19268
3852.6998471357138: 6785/19268
3900.636895428597: 6785/19268
3967.6945430240467: 6788/19268
4034.76120903027: 6788/19268
4101.55155127029: 6788/19268
4163.857627355798: 6788/19268
4227.959255700312: 6788/19268
4287.624437745705: 6788/19268
4350.275892779985: 6789/19268
4410.697111333649: 6789/19268
4479.260500275426: 6789/19268
4548.853056036276: 6789/19268
4635.781169920032: 6794/19268
4701.832548510185: 6794/19268
4756.079942592012: 6794/19268
4813.018083339711: 6794/19268
4879.664049897466: 6794/19268
4943.057838037879: 6794/19268
4999.666177437385: 6794/19268
5075.143383772686: 6794/19268
5154.352600186738: 6795/19268
